t,q_ref_raw,q_raw,qdot_raw,qddot_raw,tau_prev_raw,mode,sim_tau_cmd_raw,c_tau_cmd_raw,diff_tau_cmd,sim_tau_load_hat_raw,c_tau_load_hat_raw,diff_tau_load_hat
0.654,-116,-726,-226,-61,-310,3,7628,7628,0,0,0,0
0.655,-162,-712,-257,-36,-279,3,7525,7525,0,0,0,0
0.656,-156,-697,-235,-49,-282,3,7186,7186,0,0,0,0
0.657,-217,-665,-259,-51,-285,3,6733,6733,0,0,0,0
0.658,-223,-688,-219,-29,-291,3,6383,6383,0,0,0,0
0.659,-235,-633,-244,-16,-295,3,6151,6151,0,0,0,0
0.66,-273,-650,-246,-10,-286,3,6007,6007,0,0,0,0
0.661,-259,-644,-238,-25,-267,3,5974,5974,0,0,0,0
0.662,-286,-583,-231,-24,-258,3,5185,5185,0,0,0,0
0.663,-330,-608,-220,1,-250,3,4899,4899,0,0,0,0
0.664,-346,-569,-164,17,-221,3,3778,3778,0,0,0,0
0.665,-363,-532,-160,46,-237,3,3298,3298,0,0,0,0
0.666,-350,-540,-173,17,-229,3,3624,3624,0,0,0,0
0.667,-380,-498,-133,64,-213,3,2561,2561,0,0,0,0
0.668,-372,-481,-122,32,-175,3,2356,2356,0,0,0,0
0.669,-366,-458,-124,52,-189,3,2244,2244,0,0,0,0
0.67,-369,-464,-57,62,-159,3,1453,1453,0,0,0,0
0.671,-413,-415,-75,94,-148,3,928,928,0,0,0,0
0.672,-406,-386,-38,98,-138,3,302,302,0,0,0,0
0.673,-403,-399,-28,55,-72,3,308,308,0,0,0,0
0.674,-406,-336,-1,64,-84,3,-548,-548,0,0,0,0
0.675,-403,-313,46,77,-38,3,-1279,-1279,0,0,0,0
0.676,-399,-322,56,67,-40,3,-1297,-1297,0,0,0,0
0.677,-380,-267,49,100,5,3,-1500,-1500,0,0,0,0
0.678,-398,-244,92,80,-18,3,-2351,-2351,0,0,0,0
0.679,-390,-263,100,60,12,3,-2232,-2232,0,0,0,0
0.68,-380,-207,107,69,26,3,-2685,-2685,0,0,0,0
0.681,-382,-171,141,66,71,3,-3403,-3403,0,0,0,0
0.682,-347,-154,141,68,64,3,-3259,-3259,0,0,0,0
0.683,-346,-166,187,62,98,3,-3714,-3714,0,0,0,0
0.684,-307,-128,176,29,98,3,-3572,-3572,0,0,0,0
0.685,-297,-95,179,37,109,3,-3793,-3793,0,0,0,0
0.686,-310,-81,230,39,169,3,-4629,-4629,0,0,0,0
0.687,-292,-55,205,7,179,3,-4389,-4389,0,0,0,0
0.688,-246,-46,241,7,196,3,-4531,-4531,0,0,0,0
0.689,-236,-25,257,-16,221,3,-4813,-4813,0,0,0,0
0.69,-243,15,255,-30,228,3,-5165,-5165,0,0,0,0
0.691,-188,45,270,-48,202,3,-5147,-5147,0,0,0,0
0.692,-176,78,238,-63,225,3,-4926,-4926,0,0,0,0
0.693,-131,121,244,-59,244,3,-4983,-4983,0,0,0,0
0.694,-106,102,256,-64,281,3,-4777,-4777,0,0,0,0
0.695,-70,139,226,-60,244,3,-4420,-4420,0,0,0,0
0.696,-53,190,266,-60,288,3,-5179,-5179,0,0,0,0
0.697,-13,212,242,-63,261,3,-4743,-4743,0,0,0,0
0.698,-14,199,235,-63,272,3,-4562,-4562,0,0,0,0
0.699,21,252,221,-75,280,3,-4535,-4535,0,0,0,0
0.7,39,245,205,-79,294,3,-4141,-4141,0,0,0,0
0.701,114,313,177,-74,320,3,-3744,-3744,0,0,0,0
0.702,111,301,159,-68,318,3,-3453,-3453,0,0,0,0
0.703,167,341,150,-57,291,3,-3216,-3216,0,0,0,0
0.704,200,357,123,-85,323,3,-2752,-2752,0,0,0,0
0.705,253,382,136,-49,273,3,-2686,-2686,0,0,0,0
0.706,268,388,95,-76,269,3,-2115,-2115,0,0,0,0
0.707,294,418,113,-79,285,3,-2366,-2366,0,0,0,0
0.708,344,435,52,-31,271,3,-1360,-1360,0,0,0,0
0.709,367,474,43,-52,291,3,-1379,-1379,0,0,0,0
0.71,419,484,49,-12,239,3,-1116,-1116,0,0,0,0
0.711,476,514,16,-27,273,3,-499,-499,0,0,0,0
0.712,487,531,-14,-18,231,3,-182,-182,0,0,0,0
0.713,576,557,-19,19,245,3,383,383,0,0,0,0
0.714,594,592,-57,23,192,3,709,709,0,0,0,0
0.715,623,589,-90,-3,224,3,1366,1366,0,0,0,0
0.716,692,607,-68,52,206,3,1507,1507,0,0,0,0
0.717,698,629,-92,23,177,3,1671,1671,0,0,0,0
0.718,749,643,-118,54,174,3,2283,2283,0,0,0,0
0.719,822,653,-158,76,155,3,3273,3273,0,0,0,0
0.72,829,661,-163,78,141,3,3326,3326,0,0,0,0
0.721,896,692,-200,66,114,3,4064,4064,0,0,0,0
0.722,904,693,-217,95,110,3,4327,4327,0,0,0,0
0.723,969,729,-182,84,71,3,4133,4133,0,0,0,0
0.724,1016,755,-221,65,58,3,4775,4775,0,0,0,0
0.725,1034,764,-240,104,28,3,5078,5078,0,0,0,0
0.726,1081,778,-219,83,35,3,5087,5087,0,0,0,0
0.727,1134,760,-240,70,-34,3,5910,5910,0,0,0,0
0.728,1176,763,-238,74,-17,3,6198,6198,0,0,0,0
0.729,1192,784,-269,58,-61,3,6535,6535,0,0,0,0
0.73,1245,814,-253,73,-58,3,6525,6525,0,0,0,0
0.731,1313,802,-255,67,-103,3,7189,7189,0,0,0,0
0.732,1317,810,-257,40,-113,3,7181,7181,0,0,0,0
0.733,1378,864,-259,46,-113,3,7261,7261,0,0,0,0
0.734,1385,841,-219,30,-145,3,7015,7015,0,0,0,0
0.735,1434,834,-218,53,-149,3,7451,7451,0,0,0,0
0.736,1472,864,-219,8,-166,3,7527,7527,0,0,0,0
0.737,1510,880,-223,21,-209,3,7752,7752,0,0,0,0
0.738,1550,874,-192,12,-193,3,7743,7743,0,0,0,0
0.739,1586,862,-191,0,-228,3,8115,8115,0,0,0,0
0.74,1613,887,-196,-21,-234,3,8191,8191,0,0,0,0
0.741,1650,868,-149,-37,-241,3,8068,8068,0,0,0,0
0.742,1683,905,-130,-58,-259,3,7805,7805,0,0,0,0
0.743,1683,918,-96,-57,-275,3,7287,7287,0,0,0,0
0.744,1736,875,-85,-34,-289,3,7922,7922,0,0,0,0
0.745,1747,903,-103,-68,-273,3,8004,8004,0,0,0,0
0.746,1759,917,-71,-62,-273,3,7599,7599,0,0,0,0
0.747,1778,907,-65,-79,-307,3,7758,7758,0,0,0,0
0.748,1831,881,-43,-96,-290,3,8123,8123,0,0,0,0
0.749,1846,876,-2,-81,-317,3,7784,7784,0,0,0,0
0.75,1838,894,6,-54,-293,3,7479,7479,0,0,0,0
0.751,1883,870,20,-85,-310,3,7861,7861,0,0,0,0
0.752,1873,907,68,-88,-306,3,6901,6901,0,0,0,0
0.753,1907,887,103,-74,-288,3,6908,6908,0,0,0,0
0.754,1932,872,119,-82,-295,3,7033,7033,0,0,0,0
0.755,1949,890,97,-85,-292,3,7292,7292,0,0,0,0
0.756,1937,855,128,-73,-293,3,7100,7100,0,0,0,0
0.757,1941,864,131,-41,-260,3,7023,7023,0,0,0,0
0.758,1978,856,167,-72,-278,3,6945,6945,0,0,0,0
0.759,1998,828,208,-65,-250,3,6831,6831,0,0,0,0
0.76,2003,854,183,-25,-270,3,6967,6967,0,0,0,0
0.761,1986,840,223,-45,-215,3,6456,6456,0,0,0,0
0.762,2001,806,222,-39,-200,3,6860,6860,0,0,0,0
0.763,2010,806,231,-23,-226,3,6823,6823,0,0,0,0
0.764,2019,789,255,20,-199,3,6739,6739,0,0,0,0
0.765,1999,809,233,32,-201,3,6687,6687,0,0,0,0
0.766,2016,784,238,42,-169,3,6962,6962,0,0,0,0
0.767,1984,786,262,20,-130,3,6398,6398,0,0,0,0
0.768,1974,763,232,59,-126,3,6867,6867,0,0,0,0
0.769,1972,750,229,24,-132,3,6991,6991,0,0,0,0
0.77,1986,711,241,53,-71,3,7269,7269,0,0,0,0
0.771,1984,724,236,64,-74,3,7210,7210,0,0,0,0
0.772,1953,682,224,64,-80,3,7444,7444,0,0,0,0
0.773,1951,691,213,96,-46,3,7490,7490,0,0,0,0
0.774,1910,669,236,88,-37,3,7058,7058,0,0,0,0
0.775,1913,641,200,77,20,3,7744,7744,0,0,0,0
0.776,1893,606,183,92,13,3,8071,8071,0,0,0,0
0.777,1876,610,194,93,39,3,7769,7769,0,0,0,0
0.778,1844,593,181,59,75,3,7807,7807,0,0,0,0
0.779,1845,577,157,68,80,3,8235,8235,0,0,0,0
0.78,1827,527,154,65,72,3,8527,8527,0,0,0,0
0.781,1802,516,92,92,92,3,9169,9169,0,0,0,0
0.782,1783,512,89,82,114,3,9086,9086,0,0,0,0
0.783,1744,506,88,47,158,3,8834,8834,0,0,0,0
0.784,1737,454,76,75,171,3,9340,9340,0,0,0,0
0.785,1696,466,16,20,174,3,9645,9645,0,0,0,0
0.786,1682,449,22,25,186,3,9596,9596,0,0,0,0
0.787,1629,382,-25,9,189,3,10280,10280,0,0,0,0
0.788,1613,392,-36,16,202,3,10206,10206,0,0,0,0
0.789,1556,354,-39,26,243,3,10090,10090,0,0,0,0
0.79,1518,318,-58,10,263,3,10305,10305,0,0,0,0
0.791,1527,299,-115,-39,258,3,11222,11222,0,0,0,0
0.792,1464,283,-123,-37,278,3,10944,10944,0,0,0,0
0.793,1413,241,-106,-19,273,3,10665,10665,0,0,0,0
0.794,1406,253,-143,-53,260,3,10963,10963,0,0,0,0
0.795,1385,217,-159,-34,264,3,11277,11277,0,0,0,0
0.796,1340,187,-191,-51,308,3,11547,11547,0,0,0,0
0.797,1313,190,-196,-54,316,3,11367,11367,0,0,0,0
0.798,1272,171,-217,-58,324,3,11447,11447,0,0,0,0
0.799,1208,121,-235,-70,290,3,11554,11554,0,0,0,0
