time_s,joint_pos_ref_rad,joint_pos_rad,joint_pos_error_rad,joint_speed_rad_s,iq_ref_a,iq_a,voltage_mag_norm
0.02795,0.2,-0.00199823,0.2019982,6.355821,0.9021567,0.6714488,0.9999999
0.028,0.2,-0.001658256,0.2016583,6.404794,0.8917749,0.66686,1
0.02805,0.2,-0.001317234,0.2013172,6.404794,0.8814303,0.6623088,1
0.0281,0.2,-0.0009751738,0.2009752,6.45297,0.8711225,0.657795,1
0.02815,0.2,-0.0006320823,0.2006321,6.45297,0.8608515,0.6533182,1
0.0282,0.2,-0.0002879686,0.200288,6.50036,0.8506169,0.6488776,1
0.02825,0.2,5.715906e-05,0.1999428,6.50036,0.8404185,0.6444737,1
0.0283,0.2,0.0004032924,0.1995967,6.546977,0.8302562,0.6401056,1
0.02835,0.2,0.0007504231,0.1992496,6.546977,0.8201293,0.6357741,1
0.0284,0.2,0.001098543,0.1989015,6.592833,0.8100377,0.6314771,1
0.02845,0.2,0.001447644,0.1985524,6.592833,0.7999809,0.6272156,1
0.0285,0.2,0.001797718,0.1982023,6.637943,0.7899588,0.6229893,1
0.02855,0.2,0.002148758,0.1978512,6.637943,0.7799712,0.6187974,1
0.0286,0.2,0.002500754,0.1974992,6.682317,0.7700174,0.6146399,1
0.02865,0.2,0.0028537,0.1971463,6.682317,0.760098,0.6105164,0.9999999
0.0287,0.2,0.003207588,0.1967924,6.725967,0.750212,0.606427,1
0.02875,0.2,0.00356241,0.1964376,6.725967,0.7403591,0.6023707,1
0.0288,0.2,0.003918158,0.1960818,6.768907,0.7305389,0.5983479,1
0.02885,0.2,0.004274825,0.1957252,6.768907,0.7207517,0.594358,1
0.0289,0.2,0.004632403,0.1953676,6.811146,0.7109971,0.5904006,1
0.02895,0.2,0.004990885,0.1950091,6.811146,0.7012745,0.5864755,1
0.029,0.2,0.005350262,0.1946497,6.852697,0.6915841,0.582583,1
0.02905,0.2,0.00571053,0.1942895,6.852697,0.681925,0.5787221,1
0.0291,0.2,0.006071679,0.1939283,6.89357,0.6722977,0.574893,1
0.02915,0.2,0.006433702,0.1935663,6.89357,0.6627011,0.5710949,1
0.0292,0.2,0.006796593,0.1932034,6.933778,0.6531355,0.5673278,1
0.02925,0.2,0.007160344,0.1928397,6.933778,0.6436007,0.5635917,1
0.0293,0.2,0.007524949,0.1924751,6.97333,0.6340961,0.5598868,1
0.02935,0.2,0.0078904,0.1921096,6.97333,0.6246216,0.5562113,1
0.0294,0.2,0.00825669,0.1917433,7.012239,0.6151773,0.5525665,1
0.02945,0.2,0.008623812,0.1913762,7.012239,0.6057625,0.5489514,1
0.0295,0.2,0.008991761,0.1910082,7.050512,0.5963771,0.5453659,0.9999999
0.02955,0.2,0.009360528,0.1906395,7.050512,0.5870208,0.5418097,1
0.0296,0.2,0.009730108,0.1902699,7.088162,0.5776934,0.5382828,1
0.02965,0.2,0.01010049,0.1898995,7.088162,0.5683948,0.5347847,1
0.0297,0.2,0.01047168,0.1895283,7.125199,0.5591246,0.5313153,1
0.02975,0.2,0.01084365,0.1891564,7.125199,0.5498826,0.5278737,1
0.0298,0.2,0.01121642,0.1887836,7.161633,0.5406685,0.5244609,1
0.02985,0.2,0.01158996,0.18841,7.161633,0.5314822,0.521076,0.9999999
0.0299,0.2,0.01196427,0.1880357,7.197472,0.5223234,0.5177186,1
0.02995,0.2,0.01233936,0.1876606,7.197472,0.5131923,0.5143889,1
0.03,0.2,0.0127152,0.1872848,7.232727,0.5040878,0.5110862,1
0.03005,0.2,0.0130918,0.1869082,7.232727,0.4950102,0.5078108,1
0.0301,0.2,0.01346914,0.1865309,7.267407,0.4859598,0.5045617,1
0.03015,0.2,0.01384723,0.1861528,7.267407,0.4769351,0.5013401,0.9999999
0.0302,0.2,0.01422605,0.185774,7.301523,0.4679372,0.4981438,0.9999999
0.03025,0.2,0.01460561,0.1853944,7.301523,0.4589649,0.4949742,1
0.0303,0.2,0.01498588,0.1850141,7.335083,0.4500185,0.4918304,1
0.03035,0.2,0.01536688,0.1846331,7.335083,0.4410978,0.4887127,1
0.0304,0.2,0.01574859,0.1842514,7.368095,0.4322021,0.4856202,0.9999999
0.03045,0.2,0.016131,0.183869,7.368095,0.4233319,0.4825531,1
0.0305,0.2,0.01651412,0.1834859,7.40057,0.4144863,0.479511,0.9999999
0.03055,0.2,0.01689793,0.1831021,7.40057,0.4056659,0.476494,1
0.0306,0.2,-0.01698638,0.2169864,7.432516,0.823067,0.4735015,0.9999999
0.03065,0.2,-0.0166012,0.2166012,7.432516,0.8142952,0.4705335,1
0.0307,0.2,-0.01621534,0.2162153,7.463941,0.8055476,0.4675895,0.9999999
0.03075,0.2,-0.0158288,0.2158288,7.463941,0.7968239,0.4646698,1
0.0308,0.2,-0.0154416,0.2154416,7.494855,0.7881234,0.4617741,1
0.03085,0.2,-0.01505374,0.2150537,7.494855,0.779447,0.4589024,1
0.0309,0.2,-0.01466522,0.2146652,7.525266,0.7707939,0.4560542,1
0.03095,0.2,-0.01427605,0.2142761,7.525266,0.7621639,0.4532289,1
0.031,0.2,-0.01388624,0.2138862,7.555182,0.7535567,0.4504265,1
0.03105,0.2,-0.01349579,0.2134958,7.555182,0.7449725,0.4476472,1
0.0311,0.2,-0.0131047,0.2131047,7.58461,0.7364105,0.444891,1
0.03115,0.2,-0.01271298,0.212713,7.58461,0.7278714,0.4421568,1
0.0312,0.2,-0.01232064,0.2123206,7.613559,0.7193543,0.4394453,1
0.03125,0.2,-0.01192767,0.2119277,7.613559,0.7108592,0.436756,1
0.0313,0.2,-0.0115341,0.2115341,7.642035,0.7023861,0.4340886,0.9999999
0.03135,0.2,-0.01113991,0.2111399,7.642035,0.6939347,0.4314433,1
0.0314,0.2,-0.01074512,0.2107451,7.670048,0.6855049,0.428819,1
0.03145,0.2,-0.01034973,0.2103497,7.670048,0.6770963,0.4262168,1
0.0315,0.2,-0.009953744,0.2099537,7.697605,0.6687085,0.4236355,1
0.03155,0.2,-0.009557169,0.2095572,7.697605,0.6603422,0.4210754,1
0.0316,0.2,-0.009160009,0.20916,7.724713,0.6519966,0.4185363,1
0.03165,0.2,-0.00876227,0.2087623,7.724713,0.6436713,0.4160179,1
0.0317,0.2,-0.008363956,0.208364,7.751379,0.6353669,0.4135202,0.9999999
0.03175,0.2,-0.00796507,0.2079651,7.751379,0.6270826,0.411043,0.9999999
0.0318,0.2,-0.007565618,0.2075656,7.777612,0.6188182,0.408586,1
0.03185,0.2,-0.007165606,0.2071656,7.777612,0.6105741,0.4061488,1
0.0319,0.2,-0.006765036,0.206765,7.803417,0.6023498,0.403732,1
0.03195,0.2,-0.006363914,0.2063639,7.803417,0.5941452,0.4013346,1
0.032,0.2,-0.005962245,0.2059622,7.828801,0.5859599,0.398957,1
0.03205,0.2,-0.005560032,0.20556,7.828801,0.5777938,0.3965992,1
0.0321,0.2,-0.005157281,0.2051573,7.853773,0.5696471,0.39426,1
0.03215,0.2,-0.004753995,0.204754,7.853773,0.5615194,0.39194,1
0.0322,0.2,-0.004350179,0.2043502,7.878338,0.5534104,0.3896392,1
0.03225,0.2,-0.003945837,0.2039458,7.878338,0.5453203,0.3873574,1
0.0323,0.2,-0.003540974,0.203541,7.902502,0.5372488,0.3850938,0.9999999
0.03235,0.2,-0.003135595,0.2031356,7.902502,0.5291955,0.3828492,0.9999999
0.0324,0.2,-0.002729702,0.2027297,7.926273,0.5211604,0.3806224,1
0.03245,0.2,-0.0023233,0.2023233,7.926273,0.5131435,0.3784142,1
0.0325,0.2,-0.001916394,0.2019164,7.949658,0.5051444,0.376224,1
0.03255,0.2,-0.001508987,0.201509,7.949658,0.4971626,0.3740515,1
0.0326,0.2,-0.001101084,0.2011011,7.972664,0.4891993,0.3718971,0.9999999
0.03265,0.2,-0.0006926892,0.2006927,7.972664,0.4812531,0.3697601,1
0.0327,0.2,-0.0002838058,0.2002838,7.995292,0.4733244,0.3676409,1
0.03275,0.2,0.0001255618,0.1998744,7.995292,0.4654132,0.3655386,1
0.0328,0.2,0.0005354098,0.1994646,8.017551,0.4575188,0.363454,1
0.03285,0.2,0.0009457341,0.1990543,8.017551,0.4496416,0.3613858,1
0.0329,0.2,0.001356531,0.1986435,8.039448,0.4417813,0.359335,0.9999999
0.03295,0.2,0.001767796,0.1982322,8.039448,0.4339374,0.3573004,0.9999999
0.033,0.2,0.002179526,0.1978205,8.060989,0.4261098,0.3552831,1
0.03305,0.2,0.002591718,0.1974083,8.060989,0.4182985,0.3532819,1
0.0331,0.2,0.003004366,0.1969956,8.08218,0.4105039,0.3512972,1
0.03315,0.2,0.003417468,0.1965825,8.08218,0.4027255,0.3493285,1
0.0332,0.2,0.00383102,0.196169,8.103025,0.3949629,0.3473766,1
0.03325,0.2,0.004245017,0.195755,8.103025,0.3872159,0.34544,0.9999999
0.0333,0.2,0.004659458,0.1953405,8.123532,0.3794846,0.3435194,1
0.03335,0.2,0.005074337,0.1949257,8.123532,0.3717691,0.3416144,1
0.0334,0.2,0.005489651,0.1945104,8.143705,0.3640691,0.3397249,1
0.03345,0.2,0.005905397,0.1940946,8.143705,0.3563843,0.3378512,1
0.0335,0.2,0.006321571,0.1936784,8.163549,0.3487151,0.3359925,1
0.03355,0.2,0.00673817,0.1932618,8.163549,0.3410608,0.3341489,0.9999999
0.0336,0.2,0.00715519,0.1928448,8.18307,0.3334213,0.3323206,1
0.03365,0.2,0.007572628,0.1924274,8.18307,0.325797,0.3305073,1
0.0337,0.2,0.00799048,0.1920095,8.202273,0.3181871,0.3287088,1
0.03375,0.2,0.008408743,0.1915913,8.202273,0.3105918,0.326925,0.9999999
0.0338,0.2,0.008827414,0.1911726,8.221164,0.3030113,0.3251556,1
0.03385,0.2,0.009246489,0.1907535,8.221164,0.2954451,0.3234008,1
0.0339,0.2,0.009665965,0.190334,8.239747,0.287893,0.3216604,1
0.03395,0.2,0.01008584,0.1899142,8.239747,0.280355,0.3199341,1
0.034,0.2,0.01050611,0.1894939,8.258028,0.2728309,0.3182222,1
0.03405,0.2,0.01092677,0.1890732,8.258028,0.265321,0.3165239,1
0.0341,0.2,0.01134781,0.1886522,8.276011,0.2578249,0.3148398,1
0.03415,0.2,0.01176925,0.1882308,8.276011,0.2503423,0.313169,1
0.0342,0.2,0.01219106,0.1878089,8.293701,0.2428736,0.3115121,0.9999999
0.03425,0.2,0.01261325,0.1873868,8.293701,0.235418,0.3098689,1
0.0343,0.2,0.01303582,0.1869642,8.311104,0.2279758,0.3082391,1
0.03435,0.2,0.01345876,0.1865412,8.311104,0.220547,0.3066224,1
0.0344,0.2,0.01388207,0.1861179,8.328223,0.2131311,0.3050192,1
0.03445,0.2,0.01430575,0.1856943,8.328223,0.2057282,0.303429,0.9999999
0.0345,0.2,0.01472979,0.1852702,8.345064,0.1983383,0.3018517,1
0.03455,0.2,0.01515419,0.1848458,8.345064,0.1909613,0.3002874,0.9999999
0.0346,0.2,0.01557894,0.1844211,8.361631,0.1835967,0.2987359,1
0.03465,0.2,0.01600405,0.1839959,8.361631,0.1762449,0.2971969,1
0.0347,0.2,0.01642952,0.1835705,8.377928,0.168906,0.2956706,1
0.03475,0.2,0.01685533,0.1831447,8.377928,0.1615792,0.2941567,0.9999999
0.0348,0.2,-0.01698732,0.2169873,8.393961,0.5804615,0.2926553,0.9999999
0.03485,0.2,-0.01656082,0.2165608,8.393961,0.573159,0.2911662,1
0.0349,0.2,-0.01613397,0.216134,8.409731,0.5658692,0.2896891,1
0.03495,0.2,-0.01570679,0.2157068,8.409731,0.5585911,0.2882239,0.9999999
0.035,0.2,-0.01527928,0.2152793,8.425244,0.5513247,0.2867712,0.9999999
0.03505,0.2,-0.01485144,0.2148514,8.425244,0.5440702,0.2853297,1
0.0351,0.2,-0.01442326,0.2144233,8.440505,0.5368276,0.2839006,1
0.03515,0.2,-0.01399476,0.2139948,8.440505,0.5295963,0.2824833,1
0.0352,0.2,-0.01356593,0.2135659,8.455519,0.5223761,0.2810772,0.9999999
0.03525,0.2,-0.01313679,0.2131368,8.455519,0.5151679,0.2796825,1
0.0353,0.2,-0.01270732,0.2127073,8.470286,0.5079713,0.2782994,0.9999999
0.03535,0.2,-0.01227754,0.2122775,8.470286,0.5007858,0.2769276,1
0.0354,0.2,-0.01184744,0.2118474,8.484815,0.4936108,0.2755665,1
0.03545,0.2,-0.01141704,0.211417,8.484815,0.4864473,0.2742176,1
0.0355,0.2,-0.01098632,0.2109863,8.499105,0.479295,0.2728788,1
0.03555,0.2,-0.0105553,0.2105553,8.499105,0.4721534,0.2715513,1
0.0356,0.2,-0.01012398,0.210124,8.513165,0.4650224,0.2702346,1
0.03565,0.2,-0.009692353,0.2096924,8.513165,0.457902,0.2689284,0.9999999
0.0357,0.2,-0.00926043,0.2092604,8.526996,0.4507924,0.2676332,0.9999999
0.03575,0.2,-0.008828212,0.2088282,8.526996,0.443693,0.2663483,0.9999999
0.0358,0.2,-0.008395699,0.2083957,8.540601,0.4366043,0.2650742,1
0.03585,0.2,-0.007962895,0.2079629,8.540601,0.4295261,0.2638102,1
0.0359,0.2,-0.007529802,0.2075298,8.553985,0.4224579,0.2625571,1
0.03595,0.2,-0.007096423,0.2070964,8.553985,0.4154004,0.2613137,1
0.036,0.2,-0.00666276,0.2066628,8.567149,0.4083526,0.2600803,1
0.03605,0.2,-0.006228815,0.2062288,8.567149,0.4013151,0.2588575,1
0.0361,0.2,-0.005794591,0.2057946,8.580099,0.3942874,0.2576447,1
0.03615,0.2,-0.005360089,0.2053601,8.580099,0.3872695,0.2564413,1
0.0362,0.2,-0.004925313,0.2049253,8.592839,0.3802615,0.2552481,1
0.03625,0.2,-0.004490264,0.2044903,8.592839,0.3732632,0.2540646,1
0.0363,0.2,-0.004054944,0.204055,8.605371,0.3662747,0.2528907,1
0.03635,0.2,-0.003619356,0.2036194,8.605371,0.3592956,0.2517265,1
0.0364,0.2,-0.003183502,0.2031835,8.6177,0.3523252,0.2505717,1
0.03645,0.2,-0.002747385,0.2027474,8.6177,0.3453649,0.2494267,1
0.0365,0.2,-0.002311005,0.202311,8.629828,0.3384137,0.2482906,1
0.03655,0.2,-0.001874366,0.2018744,8.629828,0.3314714,0.2471639,1
0.0366,0.2,-0.00143747,0.2014375,8.641762,0.3245381,0.2460464,1
0.03665,0.2,-0.001000318,0.2010003,8.641762,0.3176142,0.2449381,1
0.0367,0.2,-0.0005629125,0.2005629,8.6535,0.3106991,0.2438387,1
0.03675,0.2,-0.0001252561,0.2001253,8.6535,0.3037934,0.2427482,1
0.0368,0.2,0.0003126494,0.1996873,8.665046,0.2968964,0.2416671,1
0.03685,0.2,0.000750802,0.1992492,8.665046,0.2900085,0.2405942,1
0.0369,0.2,0.0011892,0.1988108,8.676405,0.2831284,0.2395305,1
0.03695,0.2,0.001627841,0.1983722,8.676405,0.2762576,0.2384753,1
0.037,0.2,0.002066723,0.1979333,8.687578,0.2693953,0.2374288,1
0.03705,0.2,0.002505844,0.1974942,8.687578,0.2625414,0.2363912,1
0.0371,0.2,0.002945202,0.1970548,8.69857,0.2556959,0.2353619,1
0.03715,0.2,0.003384796,0.1966152,8.69857,0.2488588,0.2343405,1
0.0372,0.2,0.003824622,0.1961754,8.709384,0.24203,0.2333277,1
0.03725,0.2,0.004264681,0.1957353,8.709384,0.2352092,0.2323233,1
0.0373,0.2,0.004704969,0.195295,8.720021,0.228397,0.231327,1
0.03735,0.2,0.005145484,0.1948545,8.720021,0.2215925,0.2303392,0.9999999
0.0374,0.2,0.005586225,0.1944138,8.730486,0.2147961,0.2293593,1
0.03745,0.2,0.00602719,0.1939728,8.730486,0.2080075,0.228387,1
0.0375,0.2,0.006468378,0.1935316,8.74078,0.2012274,0.227423,0.9999999
0.03755,0.2,0.006909785,0.1930902,8.74078,0.1944544,0.2264667,1
0.0376,0.2,0.007351412,0.1926486,8.750907,0.1876894,0.2255183,1
0.03765,0.2,0.007793254,0.1922068,8.750907,0.1809322,0.2245779,0.9999999
0.0377,0.2,0.008235312,0.1917647,8.760868,0.1741828,0.2236445,1
0.03775,0.2,0.008677583,0.1913224,8.760868,0.1674407,0.2227193,1
0.0378,0.2,0.009120066,0.1908799,8.770667,0.1607064,0.2218017,1
0.03785,0.2,0.009562758,0.1904372,8.770667,0.1539792,0.2208914,0.9999999
0.0379,0.2,0.01000566,0.1899944,8.780307,0.1472599,0.2199883,0.9999999
0.03795,0.2,0.01044877,0.1895512,8.780307,0.1405472,0.219093,0.9999999
0.038,0.2,0.01089208,0.1891079,8.78979,0.1338426,0.218205,1
0.03805,0.2,0.01133559,0.1886644,8.78979,0.1271445,0.2173242,1
0.0381,0.2,0.01177931,0.1882207,8.799119,0.1204539,0.2164503,1
0.03815,0.2,0.01222322,0.1877768,8.799119,0.1137706,0.2155835,1
0.0382,0.2,0.01266733,0.1873327,8.808296,0.1070941,0.2147243,1
0.03825,0.2,0.01311164,0.1868884,8.808296,0.1004244,0.2138718,1
0.0383,0.2,0.01355615,0.1864439,8.817324,0.09376176,0.2130264,1
0.03835,0.2,0.01400085,0.1859992,8.817324,0.08710612,0.2121877,1
0.0384,0.2,0.01444573,0.1855543,8.826204,0.08045703,0.211356,1
0.03845,0.2,0.01489081,0.1851092,8.826204,0.07381448,0.2105309,0.9999999
0.0385,0.2,0.01533608,0.1846639,8.834941,0.06717921,0.209713,0.9999999
0.03855,0.2,0.01578154,0.1842185,8.834941,0.06055048,0.2089013,1
0.0386,0.2,0.01622718,0.1837728,8.843534,0.05392829,0.2080963,1
0.03865,0.2,0.016673,0.183327,8.843534,0.04731263,0.2072981,1
0.0387,0.2,0.01711901,0.182881,8.851989,0.04070351,0.2065062,0.9999999
0.03875,0.2,-0.01670361,0.2167036,8.851989,0.4602977,0.205721,1
0.0388,0.2,-0.01625724,0.2162572,8.860307,0.4537009,0.2049422,1
0.03885,0.2,-0.0158107,0.2158107,8.860307,0.4471109,0.2041694,1
0.0389,0.2,-0.01536398,0.215364,8.868489,0.4405266,0.2034033,1
0.03895,0.2,-0.01491708,0.2149171,8.868489,0.4339489,0.2026432,1
0.039,0.2,-0.01447001,0.21447,8.876538,0.4273773,0.2018898,1
0.03905,0.2,-0.01402277,0.2140228,8.876538,0.4208121,0.201142,1
0.0391,0.2,-0.01357535,0.2135754,8.884456,0.4142528,0.2004004,0.9999999
0.03915,0.2,-0.01312777,0.2131278,8.884456,0.4076992,0.1996646,1
0.0392,0.2,-0.01268002,0.21268,8.892244,0.4011522,0.1989354,1
0.03925,0.2,-0.0122321,0.2122321,8.892244,0.3946107,0.1982119,1
0.0393,0.2,-0.01178402,0.211784,8.899906,0.3880752,0.1974946,1
0.03935,0.2,-0.01133577,0.2113358,8.899906,0.3815455,0.1967827,1
0.0394,0.2,-0.01088736,0.2108874,8.907443,0.3750219,0.1960768,1
0.03945,0.2,-0.01043879,0.2104388,8.907443,0.3685032,0.1953765,1
0.0395,0.2,-0.009990061,0.2099901,8.914858,0.3619912,0.1946823,1
0.03955,0.2,-0.009541172,0.2095412,8.914858,0.3554841,0.1939935,1
0.0396,0.2,-0.009092124,0.2090921,8.922153,0.3489826,0.1933105,1
0.03965,0.2,-0.008642921,0.2086429,8.922153,0.3424871,0.1926327,1
0.0397,0.2,-0.008193563,0.2081936,8.929328,0.3359966,0.1919606,1
0.03975,0.2,-0.007744052,0.2077441,8.929328,0.3295119,0.1912943,1
0.0398,0.2,-0.007294388,0.2072944,8.936387,0.3230323,0.1906333,1
0.03985,0.2,-0.006844572,0.2068446,8.936387,0.3165581,0.1899773,1
0.0399,0.2,-0.006394607,0.2063946,8.943331,0.3100898,0.189327,0.9999999
0.03995,0.2,-0.005944494,0.2059445,8.943331,0.3036262,0.1886822,0.9999999
0.04,0.2,-0.005494233,0.2054942,8.950162,0.2971679,0.1880424,1
0.04005,0.2,-0.005043827,0.2050438,8.950162,0.2907152,0.1874077,1
0.0401,0.2,-0.004593275,0.2045933,8.95688,0.2842677,0.1867783,1
0.04015,0.2,-0.004142579,0.2041426,8.95688,0.2778255,0.1861544,1
0.0402,0.2,-0.00369174,0.2036917,8.96349,0.2713873,0.1855352,1
0.04025,0.2,-0.00324076,0.2032408,8.96349,0.2649549,0.1849213,1
0.0403,0.2,-0.00278964,0.2027896,8.969992,0.2585275,0.1843122,1
0.04035,0.2,-0.00233838,0.2023384,8.969992,0.2521047,0.183708,1
0.0404,0.2,-0.001886983,0.201887,8.976387,0.2456871,0.183109,1
0.04045,0.2,-0.001435448,0.2014354,8.976387,0.2392743,0.1825145,1
0.0405,0.2,-0.0009837779,0.2009838,8.982677,0.2328666,0.181925,1
0.04055,0.2,-0.000531973,0.200532,8.982677,0.2264636,0.1813406,1
0.0406,0.2,-8.003448e-05,0.20008,8.988868,0.2200648,0.1807609,1
0.04065,0.2,0.0003720365,0.199628,8.988868,0.2136712,0.1801855,1
0.0407,0.2,0.000824239,0.1991758,8.994957,0.207282,0.1796154,1
0.04075,0.2,0.001276572,0.1987234,8.994957,0.2008976,0.1790498,1
0.0408,0.2,0.001729034,0.198271,9.000947,0.1945177,0.1784887,0.9999999
0.04085,0.2,0.002181624,0.1978184,9.000947,0.1881419,0.1779321,1
0.0409,0.2,0.002634342,0.1973657,9.006841,0.1817711,0.1773801,1
0.04095,0.2,0.003087185,0.1969128,9.006841,0.1754048,0.1768326,1
0.041,0.2,0.003540154,0.1964598,9.012638,0.1690426,0.1762898,1
0.04105,0.2,0.003993247,0.1960068,9.012638,0.1626851,0.1757514,1
0.0411,0.2,0.004446462,0.1955535,9.018343,0.1563313,0.1752172,0.9999999
0.04115,0.2,0.0048998,0.1951002,9.018343,0.1499824,0.1746874,1
0.0412,0.2,0.005353259,0.1946467,9.023954,0.1436377,0.1741617,1
0.04125,0.2,0.005806839,0.1941932,9.023954,0.1372971,0.1736408,1
0.0413,0.2,0.006260537,0.1937395,9.029475,0.1309607,0.1731238,1
0.04135,0.2,0.006714353,0.1932856,9.029475,0.1246286,0.1726113,1
0.0414,0.2,0.007168286,0.1928317,9.034905,0.1183008,0.172103,1
0.04145,0.2,0.007622336,0.1923777,9.034905,0.111977,0.1715984,1
0.0415,0.2,0.008076501,0.1919235,9.040248,0.1056572,0.1710981,0.9999999
0.04155,0.2,0.00853078,0.1914692,9.040248,0.09934146,0.1706019,1
0.0416,0.2,0.008985173,0.1910148,9.045503,0.09303048,0.1701097,1
0.04165,0.2,0.009439678,0.1905603,9.045503,0.08672277,0.1696219,1
0.0417,0.2,0.009894295,0.1901057,9.050673,0.08041908,0.1691375,1
0.04175,0.2,0.01034902,0.189651,9.050673,0.0741194,0.1686577,0.9999999
0.0418,0.2,0.01080386,0.1891961,9.055758,0.06782351,0.1681812,1
0.04185,0.2,0.0112588,0.1887412,9.055758,0.06153188,0.1677092,0.9999999
0.0419,0.2,0.01171386,0.1882861,9.06076,0.05524378,0.1672407,1
0.04195,0.2,0.01216902,0.187831,9.06076,0.04895994,0.1667761,0.9999999
0.042,0.2,0.01262429,0.1873757,9.06568,0.04267963,0.166315,1
0.04205,0.2,0.01307966,0.1869203,9.06568,0.03640309,0.1658579,1
0.0421,0.2,0.01353513,0.1864649,9.070519,0.03013032,0.1654049,1
0.04215,0.2,0.01399072,0.1860093,9.070519,0.02386107,0.1649552,1
0.0422,0.2,0.0144464,0.1855536,9.07528,0.01759559,0.1645091,1
0.04225,0.2,0.01490218,0.1850978,9.07528,0.01133312,0.1640669,1
0.0423,0.2,0.01535807,0.1846419,9.079966,0.005074678,0.1636279,1
0.04235,0.2,0.01581406,0.184186,9.079966,-0.001179994,0.1631927,0.9850163
0.0424,0.2,0.01627014,0.1837299,9.084574,-0.007431398,0.1627613,0.9535922
0.04245,0.2,0.01672632,0.1832737,9.084574,-0.01367853,0.1324091,0.9274238
0.0425,0.2,-0.0170863,0.2170863,9.08908,0.4062817,0.06783921,1
0.04255,0.2,-0.01663018,0.2166302,9.08908,0.4000662,0.01228746,1
0.0426,0.2,-0.01617417,0.2161742,9.093268,0.3938807,0.154552,1
0.04265,0.2,-0.0157181,0.2157181,9.093268,0.3877205,0.1597226,0.9999999
0.0427,0.2,-0.01526194,0.2152619,9.097059,0.3815787,0.1601999,1
0.04275,0.2,-0.01480568,0.2148057,9.097059,0.3754507,0.1611281,1
0.0428,0.2,-0.01434932,0.2143493,9.100609,0.3693331,0.161567,1
0.04285,0.2,-0.01389287,0.2138929,9.100609,0.3632222,0.1614067,1
0.0429,0.2,-0.01343632,0.2134363,9.104026,0.3571158,0.1609208,0.9999999
0.04295,0.2,-0.01297968,0.2129797,9.104026,0.351012,0.1603784,0.9999999
0.043,0.2,-0.01252294,0.2125229,9.107381,0.3449094,0.1599033,1
0.04305,0.2,-0.01206611,0.2120661,9.107381,0.3388068,0.1594942,1
0.0431,0.2,-0.01160918,0.2116092,9.110718,0.3327032,0.159112,1
0.04315,0.2,-0.01115217,0.2111522,9.110718,0.3265979,0.1587285,1
0.0432,0.2,-0.01069506,0.2106951,9.114059,0.320491,0.1583378,1
0.04325,0.2,-0.01023787,0.2102379,9.114059,0.3143822,0.1579439,1
0.0433,0.2,-0.009780579,0.2097806,9.117415,0.308271,0.1575528,1
0.04335,0.2,-0.009323204,0.2093232,9.117415,0.3021576,0.1571658,0.9999999
0.0434,0.2,-0.008865741,0.2088657,9.12079,0.2960417,0.1567831,1
0.04345,0.2,-0.008408191,0.2084082,9.12079,0.2899238,0.1564045,1
0.0435,0.2,-0.007950554,0.2079506,9.12418,0.2838044,0.156029,1
0.04355,0.2,-0.007492831,0.2074928,9.12418,0.2776822,0.1556557,0.9999999
0.0436,0.2,-0.007035022,0.207035,9.127584,0.2715585,0.1552859,1
0.04365,0.2,-0.006577129,0.2065771,9.127584,0.2654338,0.1549184,0.9999999
0.0437,0.2,-0.006119153,0.2061191,9.130996,0.2593073,0.1545547,1
0.04375,0.2,-0.005661093,0.2056611,9.130996,0.2531796,0.1541937,1
0.0438,0.2,-0.00520295,0.205203,9.13441,0.2470511,0.1538358,1
0.04385,0.2,-0.004744726,0.2047447,9.13441,0.2409216,0.1534803,0.9999999
0.0439,0.2,-0.004286421,0.2042864,9.137819,0.2347919,0.1531281,1
0.04395,0.2,-0.003828035,0.203828,9.137819,0.2286619,0.1527788,1
0.044,0.2,-0.003369569,0.2033696,9.141216,0.2225319,0.1524323,1
0.04405,0.2,-0.002911024,0.202911,9.141216,0.2164017,0.1520881,1
0.0441,0.2,-0.002452401,0.2024524,9.144598,0.210272,0.1517477,1
0.04415,0.2,-0.001993699,0.2019937,9.144598,0.2041425,0.1514094,1
0.0442,0.2,-0.001534921,0.2015349,9.147957,0.1980137,0.1510739,0.9999999
0.04425,0.2,-0.001076065,0.2010761,9.147957,0.1918855,0.1507414,1
0.0443,0.2,-0.0006171339,0.2006171,9.151291,0.1857578,0.1504114,1
0.04435,0.2,-0.0001581272,0.2001581,9.151291,0.1796313,0.1500845,1
0.0444,0.2,0.0003009542,0.199699,9.154596,0.1735056,0.1497599,0.9999999
0.04445,0.2,0.0007601099,0.1992399,9.154596,0.1673809,0.1494378,1
0.0445,0.2,0.001219339,0.1987807,9.15787,0.1612575,0.1491186,1
0.04455,0.2,0.001678641,0.1983214,9.15787,0.1551355,0.1488017,1
0.0446,0.2,0.002138016,0.197862,9.161108,0.1490148,0.1484877,0.9999999
0.04465,0.2,0.002597462,0.1974025,9.161108,0.1428959,0.1481763,1
0.0447,0.2,0.00305698,0.196943,9.164309,0.1367785,0.1478679,1
0.04475,0.2,0.003516568,0.1964834,9.164309,0.1306623,0.147561,1
0.0448,0.2,0.003976226,0.1960238,9.16747,0.1245479,0.1472571,0.9999999
0.04485,0.2,0.004435953,0.195564,9.16747,0.1184353,0.1469557,0.9999999
0.0449,0.2,0.00489575,0.1951043,9.170591,0.1123244,0.1466566,1
