module_id,frequency_hz,open_loop_gain_db,open_loop_phase_deg,measurement_gain_db,measurement_phase_deg
1615,0.5,64.0922858448081,-177.944049913699,-0.000617756891663664,-0.683967598882265
1615,0.501441790336423,64.04232202687,-177.938134372686,-0.000621324476797665,-0.685939686975569
1615,0.502887738191595,63.9923585374234,-177.932201885925,-0.00062491266347975,-0.687917460116311
1615,0.504337855554055,63.9423953783555,-177.926252405515,-0.000628521570658167,-0.689900934683314
1615,0.505792154446916,63.8924325515646,-177.920285883434,-0.000632151317970091,-0.69189012710295
1615,0.507250646927956,63.8424700589596,-177.91430227153,-0.00063580202574259,-0.693885053849042
1615,0.508713345089726,63.7925079024605,-177.90830152152,-0.00063947381499456,-0.695885731442763
1615,0.510180261059646,63.7425460839982,-177.902283584986,-0.000643166807443479,-0.697892176452546
1615,0.511651407000105,63.6925846055146,-177.896248413375,-0.000646881125530486,-0.699904405489045
1615,0.513126795108565,63.6426234689627,-177.890195958023,-0.000650616892358664,-0.701922435224853
1615,0.51460643761766,63.5926626763066,-177.884126170115,-0.000654374231776947,-0.703946282369606
1615,0.516090346795296,63.5427022295219,-177.878039000709,-0.000658153268344444,-0.705975963679856
1615,0.517578534944757,63.4927421305951,-177.871934400734,-0.00066195412733044,-0.708011495963881
1615,0.519071014404804,63.4427823815244,-177.865812320981,-0.000665776934732727,-0.710052896081544
1615,0.520567797549777,63.3928229843191,-177.859672712119,-0.000669621817275677,-0.712100180934417
1615,0.522068896789697,63.3428639410001,-177.853515524672,-0.000673488902406396,-0.714153367480336
1615,0.523574324570374,63.2929052536,-177.847340709036,-0.000677378318330402,-0.716212472713849
1615,0.525084093373504,63.2429469241628,-177.841148215471,-0.000681290193972097,-0.718277513690404
1615,0.526598215716775,63.1929889547442,-177.834937994107,-0.000685224659001772,-0.72034850751165
1615,0.528116704153971,63.1430313474117,-177.828709994938,-0.000689181843847188,-0.722425471325388
1615,0.529639571275076,63.0930741042447,-177.82246416782,-0.000693161879679108,-0.724508422330291
1615,0.53116682970638,63.0431172273342,-177.816200462483,-0.000697164898434457,-0.726597377775786
1615,0.532698492110578,62.9931607187834,-177.809918828501,-0.000701191032819214,-0.728692354952433
1615,0.534234571186882,62.9432045807073,-177.803619215351,-0.000705240416269842,-0.730793371220379
1615,0.535775079671123,62.8932488152331,-177.797301572333,-0.000709313183036236,-0.732900443966448
1615,0.537320030335855,62.8432934245002,-177.790965848631,-0.000713409468118071,-0.735013590642069
1615,0.538869435990465,62.79333841066,-177.784611993287,-0.000717529407306286,-0.737132828739476
1615,0.540423309481275,62.7433837758764,-177.778239955217,-0.000721673137157041,-0.739258175815166
1615,0.54198166369165,62.6934295223255,-177.771849683189,-0.000725840795037055,-0.741389649461571
1615,0.543544511542109,62.6434756521959,-177.765441125838,-0.000730032519086,-0.743527267330456
1615,0.545111865990423,62.5935221676887,-177.759014231655,-0.000734248448261831,-0.745671047118759
1615,0.546683740031732,62.5435690710174,-177.752568949003,-0.000738488722308971,-0.747821006577834
1615,0.548260146698647,62.4936163644083,-177.746105226096,-0.000742753481783385,-0.749977163508678
1615,0.549841099061359,62.4436640501003,-177.739623011019,-0.000747042868055485,-0.752139535761851
1615,0.551426610227749,62.3937121303452,-177.733122251719,-0.000751357023299525,-0.754308141246582
1615,0.553016693343495,62.3437606074074,-177.726602895994,-0.000755696090519644,-0.756482997916825
1615,0.554611361592181,62.2938094835646,-177.720064891504,-0.000760060213550842,-0.758664123775818
1615,0.556210628195409,62.243858761107,-177.713508185778,-0.000764449537048373,-0.76085153688512
1615,0.557814506412905,62.1939084423384,-177.706932726198,-0.000768864206505112,-0.763045255355331
1615,0.559423009542631,62.1439585295752,-177.700338460008,-0.000773304368248669,-0.765245297350564
1615,0.561036150920893,62.0940090251474,-177.693725334313,-0.000777770169465505,-0.767451681083799
1615,0.562653943922457,62.0440599313981,-177.687093296066,-0.000782261758182613,-0.769664424821332
1615,0.564276401960652,61.9941112506838,-177.680442292098,-0.00078677928327428,-0.771883546887144
1615,0.565903538487489,61.9441629853745,-177.673772269076,-0.000791322894487163,-0.774109065649296
1615,0.567535366993767,61.8942151378535,-177.667083173544,-0.000795892742424871,-0.776340999533337
1615,0.569171901009187,61.844267710518,-177.660374951895,-0.000800488978568217,-0.778579367017675
1615,0.570813154102464,61.7943207057786,-177.653647550378,-0.000805111755251121,-0.780824186637917
1615,0.57245913988144,61.7443741260597,-177.646900915103,-0.000809761225708836,-0.783075476973431
1615,0.574109871993197,61.6944279737997,-177.640134992039,-0.000814437544053843,-0.785333256665018
1615,0.575765364124166,61.6444822514505,-177.633349727003,-0.000819140865281646,-0.787597544405894
1615,0.577425630000249,61.5945369614784,-177.626545065673,-0.000823871345297782,-0.789868358937218
1615,0.579090683386924,61.5445921063635,-177.619720953587,-0.000828629140887934,-0.792145719061181
1615,0.580760538089364,61.4946476886,-177.61287733613,-0.000833414409759403,-0.79442964362772
1615,0.58243520795255,61.4447037106964,-177.606014158552,-0.000838227310519904,-0.796720151547538
1615,0.584114706861387,61.3947601751756,-177.599131365945,-0.000843068002697824,-0.799017261778903
1615,0.585799048740818,61.3448170845746,-177.592228903273,-0.000847936646728725,-0.801320993344917
1615,0.587488247555938,61.2948744414452,-177.585306715333,-0.000852833403998758,-0.803631365307411
1615,0.589182317312115,61.2449322483532,-177.578364746797,-0.000857758436807049,-0.805948396797136
1615,0.590881272055099,61.1949905078796,-177.571402942182,-0.000862711908386931,-0.808272106996317
1615,0.592585125871144,61.1450492226197,-177.56442124585,-0.000867693982928131,-0.810602515134319
1615,0.594293892887122,61.0951083951837,-177.557419602028,-0.000872704825556527,-0.812939640508952
1615,0.596007587270642,61.0451680281967,-177.550397954792,-0.000877744602365014,-0.815283502460684
1615,0.597726223230165,60.9952281242987,-177.543356248068,-0.000882813480383621,-0.817634120393893
1615,0.599449815015125,60.9452886861447,-177.536294425646,-0.000887911627608447,-0.819991513772412
1615,0.601178376916044,60.8953497164047,-177.529212431142,-0.000893039213039282,-0.82235570209831
1615,0.602911923264652,60.8454112177642,-177.522110208049,-0.000898196406604395,-0.824726704949821
1615,0.604650468434006,60.7954731929238,-177.514987699699,-0.000903383379249265,-0.827104541947455
1615,0.60639402683861,60.7455356445993,-177.507844849285,-0.000908600302875835,-0.829489232779127
1615,0.608142612934531,60.6955985755223,-177.500681599836,-0.00091384735040424,-0.831880797179079
1615,0.609896241219523,60.6456619884396,-177.493497894239,-0.0009191246957381,-0.834279254944513
1615,0.611654926233145,60.5957258861139,-177.486293675238,-0.000924432513780922,-0.836684625931249
1615,0.613418682556883,60.5457902713234,-177.479068885409,-0.00092977098046215,-0.839096930041206
1615,0.615187524814266,60.4958551468622,-177.471823467197,-0.000935140272710171,-0.841516187247137
1615,0.616961467670997,60.4459205155403,-177.464557362878,-0.000940540568492829,-0.843942417567695
1615,0.618740525835064,60.3959863801836,-177.457270514597,-0.000945972046769213,-0.846375641092037
1615,0.620524714056868,60.3460527436342,-177.449962864325,-0.000951434887579359,-0.848815877950959
1615,0.622314047129346,60.2961196087502,-177.442634353905,-0.000956929271955533,-0.85126314834956
1615,0.624108539888089,60.2461869784061,-177.435284925003,-0.000962455382017719,-0.853717472534434
1615,0.625908207211469,60.1962548554925,-177.427914519154,-0.000968013400897437,-0.856178870826152
1615,0.627713064020759,60.1463232429168,-177.420523077723,-0.000973603512816839,-0.858647363590687
1615,0.629523125280263,60.0963921436025,-177.413110541941,-0.000979225903028925,-0.861122971263611
1615,0.631338405997431,60.04646156049,-177.405676852861,-0.000984880757890845,-0.863605714325758
1615,0.63315892122299,59.9965314965363,-177.398221951407,-0.000990568264803158,-0.866095613331289
1615,0.634984686051069,59.9466019547152,-177.390745778337,-0.000996288612259986,-0.868592688887433
1615,0.636815715619319,59.8966729380175,-177.383248274252,-0.00100204198985482,-0.871096961654451
1615,0.638652025109044,59.8467444494508,-177.375729379607,-0.00100782858825543,-0.873608452361462
1615,0.640493629745322,59.79681649204,-177.368189034694,-0.00101364859923576,-0.876127181794332
1615,0.642340544797137,59.7468890688269,-177.360627179654,-0.00101950221569225,-0.878653170791653
1615,0.6441927855775,59.6969621828708,-177.353043754472,-0.00102538963161403,-0.881186440260437
1615,0.646050367443578,59.6470358372483,-177.345438698978,-0.00103131104211086,-0.883727011168045
1615,0.647913305796823,59.5971100350535,-177.337811952843,-0.00103726664343436,-0.886274904534241
1615,0.649781616083099,59.547184779398,-177.330163455587,-0.00104325663295583,-0.888830141446766
1615,0.651655313792807,59.497260073411,-177.322493146567,-0.00104928120918367,-0.89139274304946
1615,0.653534414461017,59.4473359202397,-177.314800964993,-0.00105534057177683,-0.893962730549944
1615,0.655418933667597,59.3974123230489,-177.307086849899,-0.00106143492155356,-0.896540125211734
1615,0.657308887037338,59.3474892850214,-177.299350740179,-0.00106756446048364,-0.89912494836189
1615,0.659204290240089,59.2975668093583,-177.29159257457,-0.00107372939167882,-0.90171722139854
1615,0.661105158990883,59.2476448992785,-177.283812291635,-0.0010799299194767,-0.904316965759981
1615,0.663011509050068,59.1977235580195,-177.27600982979,-0.00108616624934044,-0.906924202966862
1615,0.664923356223439,59.147802788837,-177.26818512729,-0.0010924385879446,-0.909538954591305
1615,0.666840716362369,59.0978825950049,-177.260338122236,-0.00109874714315591,-0.91216124226831
1615,0.668763605363938,59.0479629798163,-177.252468752559,-0.00110509212403516,-0.914791087695626
1615,0.670692039171069,58.9980439465823,-177.244576956036,-0.00111147374085169,-0.917428512633615
1615,0.672626033772654,58.9481254986333,-177.236662670281,-0.00111789220509502,-0.920073538901353
1615,0.674565605203694,58.8982076393181,-177.228725832762,-0.00112434772945068,-0.922726188391573
1615,0.676510769545426,58.848290372005,-177.220766380767,-0.00113084052785526,-0.925386483047933
1615,0.67846154292546,58.798373700081,-177.21278425143,-0.00113737081546842,-0.928054444883705
1615,0.680417941517909,58.7484576269523,-177.204779381727,-0.00114393880871343,-0.930730095966684
1615,0.682379981543528,58.6985421560448,-177.196751708472,-0.00115054472522123,-0.933413458441435
1615,0.684347679269844,58.6486272908032,-177.18870116832,-0.00115718878390087,-0.93610455451048
1615,0.686321051011294,58.5987130346923,-177.18062769775,-0.00116387120494334,-0.938803406430562
1615,0.688300113129357,58.5487993911962,-177.172531233098,-0.00117059220977245,-0.941510036538397
1615,0.690284882032695,58.4988863638187,-177.164411710522,-0.00117735202112005,-0.944224467220977
1615,0.692275374177282,58.4489739560836,-177.156269066032,-0.00118415086297587,-0.946946720941236
1615,0.694271606066547,58.3990621715346,-177.148103235453,-0.00119098896065895,-0.949676820212225
1615,0.696273594251507,58.3491510137355,-177.139914154471,-0.00119786654074625,-0.95241478762992
1615,0.698281355330904,58.2992404862702,-177.131701758594,-0.00120478383114694,-0.955160645840188
1615,0.700294905951345,58.2493305927429,-177.123465983164,-0.00121174106108602,-0.957914417556954
1615,0.702314262807439,58.1994213367782,-177.115206763369,-0.00121873846109759,-0.960676125565625
1615,0.704339442641934,58.1495127220213,-177.106924034226,-0.00122577626306246,-0.963445792708497
1615,0.70637046224586,58.0996047521379,-177.098617730588,-0.00123285470017445,-0.966223441902658
1615,0.708407338458661,58.0496974308146,-177.090287787142,-0.00123997400699919,-0.969009096121857
1615,0.710450088168343,57.9997907617586,-177.081934138412,-0.00124713441944331,-0.971802778410757
1615,0.712498728311607,57.9498847486983,-177.073556718755,-0.00125433617476698,-0.974604511881175
1615,0.714553275873994,57.8999793953831,-177.065155462364,-0.00126157951160995,-0.977414319708388
1615,0.716613747890023,57.8500747055836,-177.056730303256,-0.00126886466999837,-0.980232225131045
1615,0.718680161443335,57.8001706830918,-177.048281175292,-0.00127619189131582,-0.98305825146164
1615,0.720752533666831,57.7502673317209,-177.039808012172,-0.00128356141835156,-0.985892422079254
1615,0.722830881742817,57.7003646553061,-177.031310747409,-0.00129097349530638,-0.988734760422413
1615,0.724915222903147,57.6504626577037,-177.022789314364,-0.00129842836777617,-0.991585290003036
1615,0.727005574429363,57.6005613427923,-177.014243646221,-0.00130592628278762,-0.994444034395761
1615,0.729101953652839,57.5506607144721,-177.005673676009,-0.00131346748876454,-0.997311017251765
1615,0.731204377954926,57.5007607766655,-176.997079336577,-0.00132105223559244,-1.00018626228119
1615,0.733312864767098,57.450861533317,-176.988460560611,-0.00132868077458192,-1.00306979326694
1615,0.73542743157109,57.4009629883935,-176.979817280623,-0.00133635335850149,-1.00596163405759
1615,0.737548095899049,57.351065145884,-176.971149428962,-0.00134407024157565,-1.00886180857072
1615,0.739674875333678,57.3011680098003,-176.962456937801,-0.00135183167950516,-1.01177034078933
1615,0.74180778750838,57.2512715841768,-176.953739739153,-0.0013596379294333,-1.01468725477543
1615,0.743946850107406,57.2013758730707,-176.944997764855,-0.00136748925002307,-1.0176125746493
1615,0.746092080866001,57.1514808805619,-176.936230946573,-0.00137538590140896,-1.02054632460648
1615,0.748243497570549,57.1015866107536,-176.927439215801,-0.00138332814524812,-1.02348852890403
1615,0.750401118058727,57.051693067772,-176.91862250387,-0.00139131624467115,-1.02643921188072
1615,0.752564960219643,57.0018002557667,-176.909780741934,-0.00139935046435062,-1.02939839793654
1615,0.754735041993994,56.9519081789105,-176.900913860978,-0.00140743107048568,-1.03236611154273
1615,0.756911381374207,56.9020168413999,-176.892021791815,-0.00141555833080782,-1.03534237724164
1615,0.759093996404595,56.8521262474551,-176.883104465087,-0.00142373251458577,-1.03832721964658
1615,0.761282905181501,56.80223640132,-176.874161811261,-0.00143195389264669,-1.04132066344162
1615,0.763478125853451,56.7523473072625,-176.865193760636,-0.00144022273738876,-1.04432273337819
1615,0.765679676621302,56.7024589695745,-176.856200243336,-0.00144853932276963,-1.04733345428155
1615,0.767887575738399,56.6525713925721,-176.847181189312,-0.00145690392433054,-1.05035285104734
1615,0.770101841510717,56.6026845805958,-176.838136528345,-0.0014653168191944,-1.05338094864472
1615,0.77232249229702,56.5527985380105,-176.829066190039,-0.0014737782860948,-1.05641777211288
1615,0.774549546509012,56.5029132692057,-176.819970103827,-0.00148228860537694,-1.05946334655774
1615,0.776783022611487,56.4530287785957,-176.810848198966,-0.00149084805897937,-1.06251769716808
1615,0.779022939122485,56.4031450706195,-176.801700404545,-0.00149945693048606,-1.06558084919577
1615,0.781269314613442,56.3532621497413,-176.792526649467,-0.0015081155051197,-1.06865282796549
1615,0.783522167709349,56.3033800204503,-176.783326862473,-0.00151682406973306,-1.07173365888103
1615,0.785781517088903,56.253498687261,-176.774100972127,-0.00152558291283499,-1.07482336741537
1615,0.78804738148466,56.2036181547134,-176.764848906806,-0.00153439232462042,-1.07792197910738
1615,0.790319779683196,56.1537384273731,-176.755570594728,-0.001543252596925,-1.08102951958421
1615,0.792598730525259,56.103859509831,-176.746265963927,-0.00155216402329364,-1.08414601453213
1615,0.794884252905924,56.0539814067045,-176.736934942264,-0.00156112689894193,-1.08727148972214
1615,0.797176365774753,56.0041041226363,-176.727577457418,-0.00157014152081502,-1.09040597098736
1615,0.799475088135951,55.9542276622956,-176.718193436901,-0.00157920818754904,-1.09354948424524
1615,0.801780439048522,55.9043520303779,-176.708782808043,-0.00158832719951458,-1.09670205548149
1615,0.804092437626428,55.8544772316049,-176.699345498001,-0.00159749885879544,-1.09986371076258
1615,0.80641110303875,55.804603270725,-176.689881433748,-0.00160672346924753,-1.10303447621981
1615,0.808736454509841,55.7547301525132,-176.680390542091,-0.00161600133645546,-1.1062143780681
1615,0.811068511319491,55.7048578817713,-176.670872749648,-0.00162533276777795,-1.1094034425932
1615,0.813407292803086,55.6549864633284,-176.661327982866,-0.00163471807233336,-1.11260169615781
1615,0.815752818351765,55.6051159020403,-176.651756168017,-0.00164415756103056,-1.11580916520146
1615,0.818105107412584,55.5552462027904,-176.642157231188,-0.00165365154658155,-1.11902587623408
1615,0.820464179488676,55.5053773704894,-176.632531098295,-0.00166320034348217,-1.12225185584832
1615,0.822830054139412,55.4555094100756,-176.622877695061,-0.00167280426806807,-1.12548713070385
1615,0.825202750980566,55.405642326515,-176.613196947052,-0.0016824636384665,-1.12873172754888
1615,0.827582289684473,55.3557761248015,-176.603488779643,-0.00169217877465715,-1.13198567319838
1615,0.829968689980197,55.3059108099571,-176.593753118026,-0.00170194999846731,-1.1352489945493
1615,0.832361971653691,55.2560463870321,-176.583989887225,-0.00171177763357002,-1.1385217185743
1615,0.834762154547964,55.2061828611047,-176.57419901207,-0.00172166200552456,-1.14180387231851
1615,0.837169258563242,55.1563202372821,-176.564380417228,-0.00173160344174179,-1.14509548291162
1615,0.839583303657136,55.1064585206998,-176.554534027172,-0.00174160227153337,-1.1483965775585
1615,0.842004309844806,55.0565977165224,-176.544659766204,-0.00175165882610985,-1.15170718354213
1615,0.844432297199127,55.0067378299431,-176.534757558445,-0.00176177343858458,-1.15502732822341
1615,0.846867285850858,54.9568788661846,-176.524827327828,-0.00177194644400846,-1.15835703903803
1615,0.849309295988803,54.9070208304987,-176.514868998108,-0.00178217817935549,-1.16169634350229
1615,0.851758347859985,54.8571637281665,-176.504882492868,-0.00179246898352378,-1.16504526921891
1615,0.854214461769809,54.807307564499,-176.494867735501,-0.00180281919739347,-1.16840384385892
1615,0.856677658082235,54.7574523448367,-176.484824649219,-0.00181322916380746,-1.17177209517349
1615,0.85914795721994,54.7075980745501,-176.474753157057,-0.00182369922755793,-1.17515005100262
1615,0.861625379664494,54.65774475904,-176.464653181866,-0.00183422973545488,-1.17853773925718
1615,0.864109945956528,54.607892403737,-176.454524646313,-0.00184482103630493,-1.18193518792766
1615,0.866601676695903,54.5580410141025,-176.444367472886,-0.00185547348089595,-1.18534242509278
1615,0.869100592541879,54.5081905956283,-176.43418158389,-0.00186618742208964,-1.18875947889885
1615,0.871606714213292,54.458341153837,-176.423966901449,-0.00187696321472517,-1.19218637758879
1615,0.874120062488721,54.4084926942821,-176.413723347502,-0.00188780121573107,-1.19562314947278
1615,0.87664065820666,54.3586452225481,-176.403450843805,-0.0018987017840761,-1.19906982294561
1615,0.879168522265696,54.3087987442508,-176.393149311936,-0.00190966528079435,-1.20252642648939
1615,0.881703675624676,54.2589532650375,-176.382818673285,-0.00192069206901324,-1.20599298865886
1615,0.884246139302885,54.2091087905868,-176.372458849055,-0.00193178251395744,-1.20946953809286
1615,0.886795934380218,54.1592653266094,-176.362069760277,-0.00194293698292769,-1.21295610351982
1615,0.889353081997355,54.1094228788477,-176.351651327793,-0.00195415584537124,-1.21645271374039
1615,0.891917603355939,54.0595814530763,-176.341203472255,-0.00196543947286452,-1.21995939764161
1615,0.894489519718747,54.009741055102,-176.330726114146,-0.0019767882390978,-1.2234761841967
1615,0.897068852409872,53.959901690764,-176.320219173745,-0.00198820251996484,-1.2270031024507
1615,0.899655622814893,53.9100633659343,-176.309682571163,-0.00199968269347431,-1.23054018154579
1615,0.902249852381059,53.8602260865174,-176.299116226325,-0.00201122913984522,-1.23408745069849
1615,0.904851562617464,53.8103898584512,-176.288520058964,-0.00202284224147134,-1.23764493921358
1615,0.907460775095222,53.7605546877062,-176.277893988632,-0.00203452238297522,-1.24121267647272
1615,0.910077511447653,53.7107205802867,-176.267237934698,-0.00204626995117646,-1.24479069194825
1615,0.912701793370455,53.6608875422304,-176.256551816343,-0.00205808533512929,-1.24837901519466
1615,0.91533364262189,53.6110555796083,-176.245835552567,-0.00206996892612653,-1.25197767585113
1615,0.917973081022961,53.5612246985258,-176.235089062182,-0.00208192111773341,-1.25558670363868
1615,0.920620130457592,53.5113949051222,-176.224312263817,-0.00209394230575187,-1.25920612837098
1615,0.923274812872812,53.4615662055707,-176.213505075914,-0.00210603288829299,-1.26283597994035
1615,0.925937150278938,53.4117386060793,-176.202667416728,-0.00211819326576546,-1.26647628832318
1615,0.928607164749752,53.3619121128904,-176.191799204333,-0.00213042384085631,-1.27012708358793
1615,0.931284878422691,53.3120867322813,-176.180900356612,-0.00214272501860528,-1.273788395884
1615,0.933970313499025,53.2622624705643,-176.169970791267,-0.00215509720636911,-1.27746025544971
1615,0.936663492244043,53.2124393340865,-176.159010425811,-0.00216754081386025,-1.28114269260676
1615,0.939364436987238,53.1626173292309,-176.148019177569,-0.00218005625315361,-1.2848357377654
