sample,theta_true_rad,theta_encoder_rad,theta_sensorless_rad
0,0,0.349139878852691,0.00238258178857587
1,0.00942713474445567,0.358176371747507,0.00872538180072358
2,0.0188542694889109,0.369538550964128,0.0174915599021173
3,0.0282814042333666,0.379957080195133,0.0262443195972026
4,0.0377085389778218,0.390503738725279,0.0355751992168472
5,0.0471356737222774,0.400110906695145,0.0458102201137907
6,0.0565628084667331,0.409045739770529,0.057475083683074
7,0.0659899432111883,0.419021792556904,0.0650279928840471
8,0.075417077955644,0.428701853231052,0.0712514666582678
9,0.0848442127000992,0.435726854582418,0.0868726579192902
10,0.0942713474445549,0.447889948349105,0.0950941387350279
11,0.103698482189011,0.454591268052485,0.103819751767993
12,0.113125616933466,0.463965154932294,0.111283206775108
13,0.122552751677921,0.479883113170268,0.125765840498711
14,0.131979886422377,0.484688525617246,0.131057897551289
15,0.141407021166832,0.497223746179189,0.140928865592319
16,0.150834155911288,0.504056383399083,0.153058305711033
17,0.160261290655743,0.517671493682682,0.158943875484003
18,0.169688425400199,0.523857076531085,0.166827092247446
19,0.179115560144655,0.535978726343022,0.179487302409617
20,0.18854269488911,0.546108271499927,0.188251475524918
21,0.197969829633565,0.556705112494949,0.19777110700879
22,0.207396964378021,0.565748674526818,0.20602584409735
23,0.216824099122476,0.57407071200478,0.217291017497568
24,0.226251233866932,0.584482761898145,0.22332125924876
25,0.235678368611387,0.598124430886255,0.235759737162597
26,0.245105503355843,0.607033860526062,0.248307528578438
27,0.254532638100298,0.613661315185901,0.256916098490021
28,0.263959772844754,0.624871250541924,0.263562972364181
29,0.273386907589209,0.633157969516526,0.273840177506956
30,0.282814042333665,0.644357765214092,0.283610787852153
31,0.29224117707812,0.654442725497574,0.291299309073534
32,0.301668311822576,0.663587339637503,0.301421547318463
33,0.311095446567031,0.673067673171558,0.309679023746388
34,0.320522581311487,0.68005186097569,0.319823764717147
35,0.329949716055942,0.696367743140733,0.331171601991123
36,0.339376850800398,0.702484721603562,0.337778423396345
37,0.348803985544853,0.709847883501235,0.349460587248403
38,0.358231120289309,0.721889270326617,0.358104509869268
39,0.367658255033764,0.732017124886407,0.366780076277564
40,0.37708538977822,0.74057296677983,0.375938212933518
41,0.386512524522675,0.749259220430417,0.386333948129979
42,0.395939659267131,0.75915974988754,0.396550855364443
43,0.405366794011586,0.76982890200688,0.406744287633277
44,0.414793928756042,0.781220854412978,0.415136759091733
45,0.424221063500497,0.791762696572849,0.423532347497974
46,0.433648198244953,0.798309566424799,0.431922981153535
47,0.443075332989408,0.808976851891364,0.445654087011675
48,0.452502467733864,0.819989050971571,0.450267411277739
49,0.461929602478319,0.827527024999079,0.463063437836066
50,0.471356737222774,0.838651148923315,0.470544308972783
51,0.48078387196723,0.847192774679125,0.480186796855104
52,0.490211006711686,0.856401569836706,0.489744674347558
53,0.499638141456141,0.871067164191445,0.50107466867266
54,0.509065276200597,0.878264633062834,0.508968197058647
55,0.518492410945052,0.890225320506893,0.517795900083977
56,0.527919545689508,0.899099655585715,0.527821673698158
57,0.537346680433963,0.90708806233216,0.542268707584625
58,0.546773815178418,0.916638593277937,0.546751438116687
59,0.556200949922874,0.926700038982039,0.556197339376998
60,0.565628084667329,0.936653656090586,0.566895672377789
61,0.575055219411785,0.947305336668314,0.575987715552063
62,0.584482354156241,0.954296009902189,0.584316935568732
63,0.593909488900696,0.963624040325467,0.595179192029164
64,0.603336623645152,0.971575984258641,0.605627503600019
65,0.612763758389607,0.984920725690852,0.611517828440729
66,0.622190893134063,0.992925661883937,0.623995478110008
67,0.631618027878518,1.00399382198032,0.63254447663132
68,0.641045162622973,1.01202483750054,0.638824783516601
69,0.650472297367429,1.0222627999249,0.651251325135793
70,0.659899432111884,1.03333829893183,0.659812604198492
71,0.66932656685634,1.04026318941998,0.668997816674639
72,0.678753701600796,1.05244244829554,0.679047738777765
73,0.688180836345251,1.06320523095323,0.688431782494072
74,0.697607971089707,1.06677350713664,0.698655302233584
75,0.707035105834162,1.07979897535459,0.704660141169796
76,0.716462240578617,1.08957720913209,0.715371927422489
77,0.725889375323073,1.09929849763208,0.723246261286376
78,0.735316510067529,1.10968398563623,0.736342191617538
79,0.744743644811984,1.11368353114706,0.743714571917231
80,0.754170779556439,1.1265984845946,0.754265734881004
81,0.763597914300895,1.13517539304496,0.76347019388427
82,0.773025049045351,1.1487614150941,0.772337902482028
83,0.782452183789806,1.15816616811455,0.783271136441361
84,0.791879318534261,1.16572688389058,0.793061799964324
85,0.801306453278717,1.17570063966967,0.799962858226022
86,0.810733588023172,1.18804038802717,0.811132665297827
87,0.820160722767628,1.19567483577938,0.82099273914752
88,0.829587857512084,1.20473395707796,0.827998782522244
89,0.839014992256539,1.21191531271122,0.837842539905095
90,0.848442127000994,1.22309461243305,0.846378708067704
91,0.85786926174545,1.23236757827836,0.858596715630265
92,0.867296396489905,1.24407886130067,0.86870945552338
93,0.876723531234361,1.25244820459621,0.875658117462522
94,0.886150665978816,1.25846911581736,0.886358051027154
95,0.895577800723272,1.26954154742269,0.895642533416158
96,0.905004935467727,1.28036665886701,0.902800282897316
97,0.914432070212182,1.2898281374336,0.914642104449257
98,0.923859204956639,1.30136077128809,0.925602067823986
99,0.933286339701094,1.30814762091429,0.934214975640934
100,0.942713474445549,1.31705973412879,0.941040129582987
101,0.952140609190005,1.32654394273558,0.955703022805395
102,0.96156774393446,1.33740640220558,0.962799445141868
103,0.970994878678916,1.34864652242845,0.971555888083993
104,0.980422013423372,1.35686560805862,0.98212541769545
105,0.989849148167827,1.36472938028469,0.988537198381592
106,0.999276282912282,1.37423919233535,0.998722235481099
107,1.00870341765674,1.38378672801175,1.00807389565678
108,1.01813055240119,1.39274953446606,1.01641836548604
109,1.02755768714565,1.4010306293682,1.02708196492304
110,1.0369848218901,1.41447969312246,1.03786729795241
111,1.04641195663456,1.42239921376475,1.0457213790657
112,1.05583909137902,1.43189399828801,1.05748731198685
113,1.06526622612347,1.44041718942754,1.06353746441131
114,1.07469336086793,1.45110693773238,1.07599026863192
115,1.08412049561238,1.46021070790844,1.08592385091013
116,1.09354763035684,1.46742509185112,1.09206224362283
117,1.10297476510129,1.48035179448018,1.10245288411119
118,1.11240189984575,1.48405948901069,1.11433135554447
119,1.1218290345902,1.49812051436569,1.11955217036827
120,1.13125616933466,1.50634077892417,1.13177412306476
121,1.14068330407911,1.51766933311581,1.14053188725568
122,1.15011043882357,1.52311414011713,1.15047943223308
123,1.15953757356803,1.53530680766613,1.16058225569661
124,1.16896470831248,1.54462407748388,1.16852913865591
125,1.17839184305694,1.55237564714818,1.18032484255109
126,1.18781897780139,1.56242315725488,1.18743083455407
127,1.19724611254585,1.5727055087374,1.19613847575856
128,1.2066732472903,1.58247814639511,1.20863739514217
129,1.21610038203476,1.59227116042512,1.21396101527196
130,1.22552751677921,1.60196923538093,1.22255000833962
131,1.23495465152367,1.6128582580216,1.23604529720225
132,1.24438178626813,1.61483287387909,1.24612787515261
133,1.25380892101258,1.62844123362638,1.2551761742837
134,1.26323605575704,1.64045478782989,1.26391975388964
135,1.27266319050149,1.64456410253608,1.26965604909262
136,1.28209032524595,1.6569910146736,1.28356879172973
137,1.2915174599904,1.6653366799359,1.28993751428595
138,1.30094459473486,1.67613944026229,1.30326510801904
139,1.31037172947931,1.68491778093442,1.31105047343164
140,1.31979886422377,1.69614999973361,1.31995316930138
141,1.32922599896822,1.70242981184616,1.33084329904357
142,1.33865313371268,1.71241799723468,1.33935746498656
143,1.34808026845714,1.72333499188697,1.34859961307203
144,1.35750740320159,1.73073823765359,1.35622752885698
145,1.36693453794605,1.74033751554703,1.36448971642353
146,1.3763616726905,1.7485451996234,1.37630753920098
147,1.38578880743496,1.76127888844979,1.38666018204752
148,1.39521594217941,1.77036182114025,1.39350877873426
149,1.40464307692387,1.77748369622052,1.40515019959632
150,1.41407021166832,1.78665655037925,1.41139378058974
