time_s,id_ref_a,iq_ref_a,id_meas_a,iq_meas_a,vd_ref_v,vq_ref_v,wm_rad_s
0.0028,0,0,0,0,0,0,0
0.00285,0,0,0,0,0,0,0
0.0029,0,0,0,0,0,0,0
0.00295,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0
0.00305,0,0,0,0,0,0,0
0.0031,0,0,0,0,0,0,0
0.00315,0,0,0,0,0,0,0
0.0032,0,0,0,0,0,0,0
0.00325,0,0,0,0,0,0,0
0.0033,0,0,0,0,0,0,0
0.00335,0,0,0,0,0,0,0
0.0034,0,0,0,0,0,0,0
0.00345,0,0,0,0,0,0,0
0.0035,0,0,0,0,0,0,0
0.00355,0,0,0,0,0,0,0
0.0036,0,0,0,0,0,0,0
0.00365,0,0,0,0,0,0,0
0.0037,0,0,0,0,0,0,0
0.00375,0,0,0,0,0,0,0
0.0038,0,0,0,0,0,0,0
0.00385,0,0,0,0,0,0,0
0.0039,0,0,0,0,0,0,0
0.00395,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0
0.00405,0,0,0,0,0,0,0
0.0041,0,0,0,0,0,0,0
0.00415,0,0,0,0,0,0,0
0.0042,0,0,0,0,0,0,0
0.00425,0,0,0,0,0,0,0
0.0043,0,0,0,0,0,0,0
0.00435,0,0,0,0,0,0,0
0.0044,0,0,0,0,0,0,0
0.00445,0,0,0,0,0,0,0
0.0045,0,0,0,0,0,0,0
0.00455,0,0,0,0,0,0,0
0.0046,0,0,0,0,0,0,0
0.00465,0,0,0,0,0,0,0
0.0047,0,0,0,0,0,0,0
0.00475,0,0,0,0,0,0,0
0.0048,0,0,0,0,0,0,0
0.00485,0,0,0,0,0,0,0
0.0049,0,0,0,0,0,0,0
0.00495,0,0,0,0,0,0,0
0.005,2,0,0.126885436619988,0,17.2002736576891,0,0
0.00505,2,0,0.604567363182083,0,13.1658258361351,0,0
0.0051,2,0,0.96523724159527,0,10.1163328078122,0,0
0.00515,2,0,1.23746623685708,0,7.81136134573498,0,0
0.0052,2,0,1.44285103983847,0,6.06916878306448,0,0
0.00525,2,0,1.59771636160804,0,4.75237646171374,0,0
0.0053,2,0,1.71440184347178,0,3.75714033723186,0,0
0.00535,2,0,1.80223482816086,0,3.00496507311826,0,0
0.0054,2,0,1.86826567445028,0,2.43651634048244,0,0
0.00545,2,0,1.91782357910524,0,2.00694355483895,0,0
0.0055,2,0,1.95493672088223,0,1.6823443475817,0,0
0.00555,2,0,1.98264984599926,0,1.43709207111096,0,0
0.0056,2,0,2.00326432993626,0,1.25181566838337,0,0
0.00565,2,0,2.01851963933863,0,1.11187266267728,0,0
0.0057,2,0,2.02973049844402,0,1.00619489537721,0,0
0.00575,2,0,2.03789057269876,0,0.926416022813428,0,0
0.0058,2,0,2.04375084282429,0,0.866211993884574,0,0
0.00585,2,0,2.0478788474754,0,0.820802519183996,0,0
0.0059,2,0,2.05070346452835,0,0.78657423309706,0,0
0.00595,2,0,2.0525487610656,0,0.760795843232097,0,0
0.006,2,0,2.05365958042393,0,0.741402812787189,0,0
0.00605,2,0,2.05422088331554,0,0.726834602644118,0,0
0.0061,2,0,2.05437236767369,0,0.715911643194532,0,0
0.00615,2,0,2.0542195197019,0,0.707742337745312,0,0
0.0062,2,0,2.05384196728203,0,0.701652766699986,0,0
0.00625,2,0,2.05329979424504,0,0.697133551184982,0,0
0.0063,2,0,2.05263831326484,0,0.693799687446063,0,0
0.00635,2,0,2.0518916736313,0,0.691360185808801,0,0
0.0064,2,0,2.05108558831284,0,0.689595120877877,0,0
0.00645,2,0,2.05023939529356,0,0.68833828386832,0,0
0.0065,2,0,2.04936761569152,0,0.687464069570302,0,0
0.00655,2,0,2.04848113149616,0,0.686877564259832,0,0
0.0066,2,0,2.04758807577791,0,0.686507053194287,0,0
0.00665,2,0,2.0466945055571,0,0.686298357064095,0,0
0.0067,2,0,2.04580491038658,0,0.686210550946421,0,0
0.00675,2,0,2.04492259675148,0,0.686212728287614,0,0
0.0068,2,0,2.04404997860033,0,0.686281554819213,0,0
0.00685,2,0,2.04318879692189,0,0.686399419582206,0,0
0.0069,2,0,2.04234028568844,0,0.686553037303113,0,0
0.00695,2,0,2.04150529725847,0,0.686732391945434,0,0
0.007,2,0,2.04068439713547,0,0.686929938154166,0,0
0.00705,2,0,2.03987793556365,0,0.687139997640715,0,0
0.0071,2,0,2.0390861016156,0,0.687358302922409,0,0
0.00715,2,0,2.0383089640461,0,0.687581652446673,0,0
0.0072,2,0,2.03754650214323,0,0.687807649910373,0,0
0.00725,2,0,2.0367986290191,0,0.688034507221766,0,0
0.0073,2,0,2.03606520918613,0,0.688260895569526,0,0
0.00735,2,0,2.03534607181462,0,0.688485832855569,0,0
0.0074,2,0,2.03464102072619,0,0.688708598614988,0,0
0.00745,2,0,2.03394984192052,0,0.688928669713184,0,0
0.0075,2,0,2.03327230923804,0,0.689145671748318,0,0
0.00755,2,0,2.03260818861414,0,0.68935934232506,0,0
0.0076,2,0,2.03195724126924,0,0.689569503301801,0,0
0.00765,2,0,2.03131922609494,0,0.689776039820568,0,0
0.0077,2,0,2.0306939014331,0,0.689978884463896,0,0
0.00775,2,0,2.03008102639638,0,0.690178005286924,0,0
0.0078,2,0,2.02948036184284,0,0.690373396778681,0,0
0.00785,2,0,2.02889167108931,0,0.690565073037283,0,0
0.0079,2,0,2.02831472042796,0,0.690753062618549,0,0
0.00795,2,0,2.02774927949439,0,0.690937404649366,0,0
0.008,2,0,2.02719512152409,0,0.691118145896929,0,0
0.00805,2,0,2.02665202352482,0,0.691295338560368,0,0
0.0081,2,0,2.02611976638593,0,0.691469038608354,0,0
0.00815,2,0,2.02559813494044,0,0.691639304529165,0,0
0.0082,2,0,2.02508691799179,0,0.691806196392462,0,0
0.00825,2,0,2.0245859083143,0,0.691969775146584,0,0
0.0083,2,0,2.02409490263415,0,0.692130102093646,0,0
0.00835,2,0,2.02361370159604,0,0.692287238499008,0,0
0.0084,2,0,2.02314210971937,0,0.692441245302104,0,0
0.00845,2,0,2.02267993534691,0,0.692592182903856,0,0
0.0085,2,0,2.0222269905881,0,0.692740111011815,0,0
0.00855,2,0,2.02178309125871,0,0.692885088528768,0,0
0.0086,2,0,2.0213480568181,0,0.693027173474218,0,0
0.00865,2,0,2.0209217103049,0,0.693166422930441,0,0
0.0087,2,0,2.020503878272,0,0.69330289300719,0,0
0.00875,2,0,2.0200943907212,0,0.693436638820171,0,0
0.0088,2,0,2.01969308103799,0,0.693567714480059,0,0
0.00885,2,0,2.01929978592679,0,0.693696173089182,0,0
0.0089,2,0,2.01891434534672,0,0.693822066744037,0,0
0.00895,2,0,2.01853660244821,0,0.693945446541985,0,0
0.009,2,0,2.01816640351047,0,0.694066362591155,0,0
0.00905,2,0,2.01780359787989,0,0.694184864022571,0,0
0.0091,2,0,2.01744803790948,0,0.69430099900388,0,0
0.00915,2,0,2.01709957889934,0,0.694414814754273,0,0
0.0092,2,0,2.0167580790382,0,0.694526357560105,0,0
0.00925,2,0,2.01642339934602,0,0.694635672791029,0,0
0.0093,2,0,2.01609540361767,0,0.694742804916461,0,0
0.00935,2,0,2.0157739583677,0,0.694847797522091,0,0
0.0094,2,0,2.01545893277609,0,0.694950693326494,0,0
0.00945,2,0,2.01515019863522,0,0.695051534197594,0,0
0.0095,2,0,2.01484763029766,0,0.695150361169098,0,0
0.00955,2,0,2.01455110462517,0,0.695247214456622,0,0
0.0096,2,0,2.0142605009386,0,0.695342133473736,0,0
0.00965,2,0,2.01397570096882,0,0.695435156847688,0,0
0.0097,2,0,2.01369658880859,0,0.695526322434905,0,0
0.00975,2,0,2.01342305086544,0,0.69561566733626,0,0
0.0098,2,0,2.01315497581546,0,0.695703227912004,0,0
0.00985,2,0,2.01289225455794,0,0.695789039796522,0,0
0.0099,2,0,2.01263478017106,0,0.695873137912722,0,0
0.00995,2,0,2.01238244786833,0,0.69595555648623,0,0
0.01,-2,0,1.75836428171599,0,-33.7045109863189,0,0
0.01005,-2,0,0.854582229213291,0,-26.1089887803081,0,0
0.0101,-2,0,0.119319526205144,0,-19.8940158203747,0,0
0.01015,-2,0,-0.435695339921851,0,-15.1963881244305,0,0
0.0102,-2,0,-0.85447676897396,0,-11.6457119319023,0,0
0.01025,-2,0,-1.17029480104915,0,-8.96200786421293,0,0
0.0103,-2,0,-1.40829785465291,0,-6.93364048775734,0,0
0.01035,-2,0,-1.58749524606855,0,-5.40063534001427,0,0
0.0104,-2,0,-1.72225576939385,0,-4.24206832209615,0,0
0.01045,-2,0,-1.82344046835992,0,-3.36653338028021,0,0
0.0105,-2,0,-1.89925889487117,0,-2.70493705649748,0,0
0.01055,-2,0,-1.95591635202989,0,-2.20505191174747,0,0
0.0106,-2,0,-1.99810314299216,0,-1.8273994760247,0,0
0.01065,-2,0,-2.02936439253106,0,-1.54213818315281,0,0
0.0107,-2,0,-2.05237959388704,0,-1.32671097054871,0,0
0.01075,-2,0,-2.0691739172488,0,-1.16406710731726,0,0
0.0108,-2,0,-2.08127793706764,0,-1.04131807973432,0,0
0.01085,-2,0,-2.08984836933195,0,-0.948721579343498,0,0
0.0109,-2,0,-2.09575933639559,0,-0.878913502786227,0,0
0.01095,-2,0,-2.09967135367856,0,-0.826327422920149,0,0
0.011,-2,0,-2.10208347640314,0,-0.786755768894235,0,0
0.01105,-2,0,-2.10337271705565,0,-0.757018123577798,0,0
0.0111,-2,0,-2.10382384083144,0,-0.734710490659894,0,0
0.01115,-2,0,-2.10365188782974,0,-0.718015766467281,0,0
0.0112,-2,0,-2.10301919742308,0,-0.705560476236072,0,0
0.01125,-2,0,-2.10204827683967,0,-0.696306481537844,0,0
0.0113,-2,0,-2.10083152840112,0,-0.689469122290793,0,0
0.01135,-2,0,-2.09943860222919,0,-0.684455340590135,0,0
0.0114,-2,0,-2.09792195405372,0,-0.680816908732222,0,0
0.01145,-2,0,-2.09632104626384,0,-0.678215074450715,0,0
0.0115,-2,0,-2.09466552339246,0,-0.676393836386862,0,0
0.01155,-2,0,-2.09297761237987,0,-0.675159743126137,0,0
0.0116,-2,0,-2.09127393685153,0,-0.674366623377664,0,0
0.01165,-2,0,-2.08956688845275,0,-0.673904043588525,0,0
0.0117,-2,0,-2.08786566336535,0,-0.673688583113787,0,0
0.01175,-2,0,-2.08617704573792,0,-0.673657239167723,0,0
0.0118,-2,0,-2.08450599981026,0,-0.673762441669382,0,0
0.01185,-2,0,-2.08285611743161,0,-0.673968285001815,0,0
0.0119,-2,0,-2.08122995627304,0,-0.674247679632056,0,0
0.01195,-2,0,-2.07962929541693,0,-0.674580199050622,0,0
0.012,-2,0,-2.07805532849359,0,-0.674950452300249,0,0
0.01205,-2,0,-2.07650880961101,0,-0.675346853795692,0,0
0.0121,-2,0,-2.0749901636025,0,-0.675760693453981,0,0
0.01215,-2,0,-2.07349956930336,0,-0.676185433828151,0,0
0.0122,-2,0,-2.07203702244158,0,-0.67661617883176,0,0
0.01225,-2,0,-2.07060238311995,0,-0.677049272167951,0,0
0.0123,-2,0,-2.06919541165207,0,-0.677481993801387,0,0
0.01235,-2,0,-2.06781579559606,0,-0.677912330540189,0,0
0.0124,-2,0,-2.06646317013597,0,-0.678338802636971,0,0
0.01245,-2,0,-2.06513713343552,0,-0.678760332734198,0,0
0.0125,-2,0,-2.06383725819281,0,-0.679176146817159,0,0
0.01255,-2,0,-2.06256310032402,0,-0.679585699361095,0,0
0.0126,-2,0,-2.06131420547825,0,-0.679988616766174,0,0
0.01265,-2,0,-2.06009011391371,0,-0.680384654615998,0,0
0.0127,-2,0,-2.05889036413629,0,-0.680773665384846,0,0
0.01275,-2,0,-2.05771449560358,0,-0.681155574042938,0,0
0.0128,-2,0,-2.05656205072334,0,-0.681530359631235,0,0
0.01285,-2,0,-2.05543257631959,0,-0.681898041348564,0,0
0.0129,-2,0,-2.0543256246972,0,-0.682258668049096,0,0
0.01295,-2,0,-2.05324075440378,0,-0.68261231031756,0,0
0.013,-2,0,-2.05217753076365,0,-0.682959054492597,0,0
0.01305,-2,0,-2.0511355262404,0,-0.683298998162402,0,0
0.0131,-2,0,-2.05011432067066,0,-0.683632246773155,0,0
0.01315,-2,0,-2.04911350140129,0,-0.683958911078173,0,0
0.0132,-2,0,-2.0481326633545,0,-0.684279105222356,0,0
0.01325,-2,0,-2.04717140903904,0,-0.684592945306631,0,0
0.0133,-2,0,-2.04622934852159,0,-0.684900548314972,0,0
0.01335,-2,0,-2.04530609936867,0,-0.685202031315195,0,0
0.0134,-2,0,-2.04440128656708,0,-0.685497510866532,0,0
0.01345,-2,0,-2.0435145424288,0,-0.685787102583209,0,0
0.0135,-2,0,-2.04264550648474,0,-0.686070920815782,0,0
0.01355,-2,0,-2.04179382537096,0,-0.686349078421183,0,0
0.0136,-2,0,-2.04095915270966,0,-0.686621686599737,0,0
0.01365,-2,0,-2.04014114898698,0,-0.686888854782404,0,0
0.0137,-2,0,-2.03933948142902,0,-0.687150690555928,0,0
0.01375,-2,0,-2.03855382387715,0,-0.687407299616364,0,0
0.0138,-2,0,-2.03778385666335,0,-0.687658785743883,0,0
0.01385,-2,0,-2.03702926648624,0,-0.68790525079342,0,0
0.0139,-2,0,-2.03628974628826,0,-0.688146794697173,0,0
0.01395,-2,0,-2.03556499513412,0,-0.688383515475747,0,0
0.014,-2,0,-2.03485471809105,0,-0.688615509255853,0,0
0.01405,-2,0,-2.03415862611072,0,-0.688842870292518,0,0
0.0141,-2,0,-2.03347643591314,0,-0.689065690994774,0,0
0.01415,-2,0,-2.03280786987249,0,-0.68928406195361,0,0
0.0142,-2,0,-2.03215265590505,0,-0.689498071971591,0,0
0.01425,-2,0,-2.03151052735905,0,-0.689707808093503,0,0
0.0143,-2,0,-2.03088122290668,0,-0.689913355637589,0,0
0.01435,-2,0,-2.03026448643813,0,-0.690114798227181,0,0
0.0144,-2,0,-2.0296600669576,0,-0.690312217822309,0,0
0.01445,-2,0,-2.02906771848137,0,-0.690505694751322,0,0
0.0145,-2,0,-2.02848719993787,0,-0.690695307742158,0,0
0.01455,-2,0,-2.02791827506969,0,-0.690881133953409,0,0
0.0146,-2,0,-2.0273607123375,0,-0.691063249004915,0,0
0.01465,-2,0,-2.0268142848259,0,-0.691241727007974,0,0
0.0147,-2,0,-2.02627877015112,0,-0.691416640595071,0,0
0.01475,-2,0,-2.02575395037057,0,-0.69158806094906,0,0
0.0148,-2,0,-2.02523961189416,0,-0.69175605783192,0,0
0.01485,-2,0,-2.02473554539737,0,-0.691920699612943,0,0
0.0149,-2,0,-2.02424154573614,0,-0.692082053296417,0,0
0.01495,-2,0,-2.02375741186331,0,-0.69224018454877,0,0
0.015,-1.99999999999986,0,-2.02328294674691,0,-0.692395157723975,0,0
0.01505,2,0,-1.76904708404986,0,33.7080002794819,0,0
0.0151,2,0,-0.865161423407821,0,26.1134109520099,0,0
0.01515,2,0,-0.12966065265143,0,19.8981242533541,0,0
0.0152,2,0,0.425580987664967,0,15.2002441107683,0,0
0.01525,2,0,0.84457971909657,0,11.6493621075002,0,0
0.0153,2,0,1.16060697746964,0,8.96548778031383,0,0
0.01535,2,0,1.39881225461734,0,6.93697731076778,0,0
0.0154,2,0,1.57820569608358,0,5.403849892411,0,0
0.01545,2,0,1.71315674037895,0,4.24517662525817,0,0
0.0155,2,0,1.81452693557052,0,3.36954782082524,0,0
0.01555,2,0,1.89052623167097,0,2.70786726802435,0,0
0.0156,2,0,1.94736024925649,0,2.2079054414527,0,0
0.01565,2,0,1.9897195476754,0,1.83018228870364,0,0
0.0157,2,0,2.02114946124656,0,1.54485504227834,0,0
0.01575,2,0,2.04432965717894,0,1.32936572643112,0,0
0.0158,2,0,2.061285452426,0,1.16666291502499,0,0
0.01585,2,0,2.0735475473357,0,1.04385756391907,0,0
0.0159,2,0,2.08227276772036,0,0.951206958928586,0,0
0.01595,2,0,2.08833533331553,0,0.881346685313815,0,0
0.016,2,0,2.09239584723104,0,0.828710075961678,0,0
0.01605,2,0,2.09495344477177,0,0.789089374121163,0,0
0.0161,2,0,2.09638521248072,0,0.759304017723576,0,0
0.01615,2,0,2.096975984785,0,0.736949896571136,0,0
0.0162,2,0,2.09694086710368,0,0.720209816661754,0,0
0.01625,2,0,2.09644226091277,0,0.707710230794792,0,0
0.0163,2,0,2.09560273285859,0,0.698412941712694,0,0
0.01635,2,0,2.09451474240176,0,0.691533240871835,0,0
0.0164,2,0,2.09324799483622,0,0.686478029822002,0,0
0.01645,2,0,2.09185499933796,0,0.682799046376252,0,0
0.0165,2,0,2.09037527020305,0,0.680157508443835,0,0
0.01655,2,0,2.08883850247811,0,0.678297388438345,0,0
0.0166,2,0,2.08726697233867,0,0.677025211509936,0,0
0.01665,2,0,2.08567735145842,0,0.676194785115192,0,0
0.0167,2,0,2.08408207841726,0,0.675695656169288,0,0
0.01675,2,0,2.08249039527782,0,0.675444385865257,0,0
0.0168,2,0,2.08090913106521,0,0.675377954358668,0,0
0.01685,2,0,2.07934329393297,0,0.675448775410374,0,0
0.0169,2,0,2.0777965187168,0,0.675620927991102,0,0
0.01695,2,0,2.07627140517769,0,0.675867307783254,0,0
0.017,2,0,2.07476977361864,0,0.676167474029767,0,0
0.01705,2,0,2.07329285804563,0,0.676506021993103,0,0
0.0171,2,0,2.07184145211956,0,0.676871352721126,0,0
0.01715,2,0,2.0704160194243,0,0.677254743135325,0,0
0.0172,2,0,2.06901677676245,0,0.677649643131716,0,0
0.01725,2,0,2.06764375706394,0,0.678051144279257,0,0
0.0173,2,0,2.06629685688518,0,0.678455578228127,0,0
0.01735,2,0,2.06497587226131,0,0.67886021316486,0,0
0.0174,2,0,2.06368052575553,0,0.679263024380408,0,0
0.01745,2,0,2.06241048685554,0,0.679662520859744,0,0
0.0175,2,0,2.06116538734191,0,0.680057614217416,0,0
0.01755,2,0,2.05994483285686,0,0.680447519642201,0,0
0.0176,2,0,2.05874841160177,0,0.680831681036819,0,0
0.01765,2,0,2.05757570086543,0,0.681209714446457,0,0
0.0177,2,0,2.05642627191324,0,0.681581365311319,0,0
0.01775,2,0,2.05529969363864,0,0.681946476168557,0,0
0.0178,2,0,2.05419553527952,0,0.682304962252375,0,0
0.01785,2,0,2.05311336842899,0,0.682656793064304,0,0
0.0179,2,0,2.05205276851334,0,0.683001978455806,0,0
0.01795,2,0,2.05101331586836,0,0.683340558121542,0,0
0.018,2,0,2.04999459651263,0,0.683672593670574,0,0
0.01805,2,0,2.04899620269277,0,0.683998162645772,0,0
0.0181,2,0,2.04801773325692,0,0.684317354015792,0,0
0.01815,2,0,2.04705879389927,0,0.684630264779767,0,0
0.0182,2,0,2.04611899730783,0,0.684936997412945,0,0
0.01825,2,0,2.04519796323979,0,0.685237657947722,0,0
0.0183,2,0,2.04429531854292,0,0.68553235453472,0,0
0.01835,2,0,2.0434106971368,0,0.685821196366498,0,0
0.0184,2,0,2.04254373996448,0,0.686104292875146,0,0
0.01845,2,0,2.04169409492242,0,0.68638175313674,0,0
0.0185,2,0,2.04086141677471,0,0.686653685431872,0,0
0.01855,2,0,2.04004536705597,0,0.686920196923943,0,0
0.0186,2,0,2.03924561396653,0,0.687181393426323,0,0
0.01865,2,0,2.0384618322622,0,0.687437379236442,0,0
0.0187,2,0,2.03769370314064,0,0.687688257020249,0,0
0.01875,2,0,2.03694091412586,0,0.687934127734604,0,0
0.0188,2,0,2.03620315895174,0,0.688175090578097,0,0
0.01885,2,0,2.03548013744551,0,0.688411242963192,0,0
0.0189,2,0,2.0347715554117,0,0.688642680504315,0,0
0.01895,2,0,2.03407712451705,0,0.688869497017756,0,0
0.019,2,0,2.03339656217668,0,0.689091784530383,0,0
0.01905,2,0,2.0327295914417,0,0.689309633294872,0,0
0.0191,2,0,2.03207594088852,0,0.689523131809525,0,0
0.01915,2,0,2.03143534450991,0,0.689732366841615,0,0
0.0192,2,0,2.03080754160784,0,0.689937423453067,0,0
0.01925,2,0,2.03019227668831,0,0.690138385027778,0,0
0.0193,2,0,2.02958929935795,0,0.690335333300088,0,0
0.01935,2,0,2.02899836422267,0,0.690528348383876,0,0
0.0194,2,0,2.02841923078813,0,0.690717508802013,0,0
0.01945,2,0,2.02785166336216,0,0.690902891515967,0,0
0.0195,2,0,2.02729543095905,0,0.691084571955308,0,0
0.01955,2,0,2.02675030720569,0,0.691262624047086,0,0
0.0196,2,0,2.02621607024958,0,0.691437120244832,0,0
0.01965,2,0,2.02569250266863,0,0.691608131557322,0,0
0.0197,2,0,2.02517939138275,0,0.691775727576877,0,0
0.01975,2,0,2.02467652756715,0,0.691939976507235,0,0
0.0198,2,0,2.02418370656744,0,0.692100945190966,0,0
0.01985,2,0,2.02370072781634,0,0.692258699136448,0,0
0.0199,2,0,2.02322739475207,0,0.69241330254431,0,0
0.01995,2,0,2.02276351473842,0,0.692564818333448,0,0
0.02,1.99999999999972,0,2.02230889898628,0,0.692713308163937,0,0
0.02005,-2,0,1.76809248923687,0,-33.7076884829029,0,0
0.0201,-2,0,0.864216086820278,0,-26.1130157951864,0,0
0.02015,-2,0,0.128736589343351,0,-19.8977571316252,0,0
0.0202,-2,0,-0.426484786864477,0,-15.1998995471903,0,0
0.02025,-2,0,-0.845464100570389,0,-11.6490359347777,0,0
0.0203,-2,0,-1.16147266288102,0,-8.96517682165556,0,0
0.02035,-2,0,-1.39965986971903,0,-6.9366791386353,0,0
0.0204,-2,0,-1.57903579252715,0,-5.40356264614744,0,0
0.02045,-2,0,-1.7139698122325,0,-4.24489887322359,0,0
0.0205,-2,0,-1.81532343183563,0,-3.36927845617505,0,0
0.02055,-2,0,-1.89130656577504,0,-2.70760542991853,0,0
0.0206,-2,0,-1.94812480625804,0,-2.20765045548813,0,0
0.02065,-2,0,-1.9904686897401,0,-1.82993362187757,0,0
0.0207,-2,0,-2.02188353181548,0,-1.5446122689359,0,0
0.02075,-2,0,-2.04504898414765,0,-1.32912850251592,0,0
0.0208,-2,0,-2.06199035057545,0,-1.16643095860614,0,0
0.02085,-2,0,-2.07423832019696,0,-1.04363064046268,0,0
0.0209,-2,0,-2.08294970901082,0,-0.950984870155916,0,0
0.02095,-2,0,-2.08899872805077,0,-0.881129260770522,0,0
0.021,-2,0,-2.09304597259083,0,-0.828497166636755,0,0
0.02105,-2,0,-2.09559057077984,0,-0.788880847615293,0,0
0.0211,-2,0,-2.09700960254326,0,-0.759099754588788,0,0
0.02115,-2,0,-2.09758789612177,0,-0.736749787536197,0,0
0.0212,-2,0,-2.09754055109757,0,-0.720013760527047,0,0
0.02125,-2,0,-2.09702996339725,0,-0.707518132833497,0,0
0.0213,-2,0,-2.09617869435761,0,-0.69822471245485,0,0
0.02135,-2,0,-2.09507919833347,0,-0.69134879517794,0,0
0.0214,-2,0,-2.09380117568867,0,-0.686297286175625,0,0
0.02145,-2,0,-2.09239713082335,0,-0.682621926342294,0,0
0.0215,-2,0,-2.09090657339529,0,-0.679983936252296,0,0
0.02155,-2,0,-2.08935919393729,0,-0.678127290662846,0,0
0.0216,-2,0,-2.08777726422531,0,-0.676858516818236,0,0
0.02165,-2,0,-2.08617745163956,0,-0.67603142407415,0,0
0.0217,-2,0,-2.08457219056593,0,-0.675535561091081,0,0
0.02175,-2,0,-2.08297071896725,0,-0.675287490685001,0,0
0.0218,-2,0,-2.08137986185854,0,-0.675224194535802,0,0
0.02185,-2,0,-2.07980462346929,0,-0.675298087848209,0,0
0.0219,-2,0,-2.07824863479402,0,-0.675473250970161,0,0
0.02195,-2,0,-2.07671449183263,0,-0.675722580905189,0,0
0.022,-2,0,-2.07520401120475,0,-0.676025638169356,0,0
0.02205,-2,0,-2.07371842330844,0,-0.676367019256518,0,0
0.0221,-2,0,-2.07225851827024,0,-0.676735126408969,0,0
0.02215,-2,0,-2.07082475621135,0,-0.67712123770947,0,0
0.0222,-2,0,-2.06941735054168,0,-0.677518804185021,0,0
0.02225,-2,0,-2.06803633086685,0,-0.677922918507686,0,0
0.0223,-2,0,-2.06668159048588,0,-0.678329913404665,0,0
0.02235,-2,0,-2.06535292224186,0,-0.678737058114966,0,0
0.0224,-2,0,-2.06405004557003,0,-0.679142328958702,0,0
0.02245,-2,0,-2.06277262689277,0,-0.679544235927684,0,0
0.0225,-2,0,-2.06152029498672,0,-0.679941691621911,0,0
0.02255,-2,0,-2.06029265255027,0,-0.680333912194895,0,0
0.0226,-2,0,-2.05908928489986,0,-0.680720342494124,0,0
0.02265,-2,0,-2.05790976649701,0,-0.68110059949006,0,0
0.0227,-2,0,-2.05675366583639,0,-0.68147442952933,0,0
0.02275,-2,0,-2.05562054909605,0,-0.681841676037008,0,0
0.0228,-2,0,-2.05450998285279,0,-0.682202255117333,0,0
0.02285,-2,0,-2.05342153609176,0,-0.68255613712424,0,0
0.0229,-2,0,-2.0523547816834,0,-0.682903332744448,0,0
0.02295,-2,0,-2.05130929745872,0,-0.683243882491114,0,0
0.023,-2,0,-2.05028466698156,0,-0.683577848775316,0,0
0.02305,-2,0,-2.04928048009278,0,-0.683905309925935,0,0
0.0231,-2,0,-2.04829633328288,0,-0.68422635568182,0,0
0.02315,-2,0,-2.04733182993544,0,-0.684541083796932,0,0
0.0232,-2,0,-2.04638658047405,0,-0.68484959748624,0,0
0.02325,-2,0,-2.0454602024367,0,-0.685152003507043,0,0
0.0233,-2,0,-2.04455232049626,0,-0.685448410720396,0,0
0.02335,-2,0,-2.04366256644086,0,-0.685738929015074,0,0
0.0234,-2,0,-2.04279057912468,0,-0.686023668505486,0,0
0.02345,-2,0,-2.041936004397,0,-0.686302738936403,0,0
